_id,name,sex,age,height,weight,country,sport
athlete_6553,Navjot Kaur,F,21.0,167.0,53.0,India,Hockey
athlete_6554,Laura Isabel Gonzlez Gonzlez,F,,161.0,61.0,Colombia,
athlete_6555,Kateryna Serhivna Sadurska,F,24.0,178.0,58.0,Ukraine,Synchronized Swimming
athlete_6556,Dilara Lokmanhekim,F,22.0,165.0,48.0,Turkey,Judo
athlete_6557,Helena Scutt,F,24.0,170.0,66.0,USA,Sailing
athlete_6558,Cem Ylmaz,M,34.0,180.0,,Turkey,Rowing
athlete_6559,Jeoung Young-Sik,M,24.0,182.0,65.0,South Korea,Table Tennis
athlete_6560,Nadine Martina Broersen,F,26.0,171.0,62.0,Netherlands,Athletics
athlete_6561,Jhonatan Esquivel Montes de Oca,M,27.0,149.0,86.0,,Rowing
athlete_6562,Marco Belotti,M,27.0,185.0,76.0,Italy,Swimming
athlete_6563,Wadha Bint Nasir Al-Balushi,F,26.0,160.0,75.0,Oman,Shooting
athlete_6564,Leydi Yesenia Sols Arboleda,F,26.0,168.0,69.0,Colombia,Weightlifting
athlete_6565,Wuta Waco Bige Dombaxi,F,30.0,180.0,92.0,Angola,Handball
athlete_6566,John H. Millman,M,27.0,183.0,79.0,Australia,Tennis
athlete_6567,Saad Adbul-Amir Luaibi Al-Zirhawi,M,14.0,180.0,75.0,,Football
athlete_6568,Morgan Craft,F,23.0,160.0,64.0,USA,Shooting
athlete_6569,Eric Delaunay,M,28.0,178.0,83.0,France,Shooting
athlete_6570,Richard Egrey Vargas Carrillo,M,21.0,175.0,58.0,Venezuela,Athletics
athlete_6571,Houda Miled,F,29.0,171.0,70.0,Tunisia,Judo
athlete_6572,Ryota Oshima,M,23.0,168.0,64.0,Japan,Football
athlete_6573,Luisa Nunes Porto Borges,F,20.0,166.0,54.0,Brazil,Synchronized Swimming
athlete_6574,Dienov Andrs Koka,M,20.0,173.0,68.0,Republic of Congo,
athlete_6575,Erika Araki,,32.0,186.0,78.0,Japan,Volleyball
athlete_6576,Sebastin Rodrigo Sol,M,25.0,200.0,94.0,Argentina,Volleyball
athlete_6577,Bernardo ge Souza Oliveira,M,23.0,173.0,,Brazil,
athlete_6578,Erin Nicole Nayler,F,24.0,177.0,67.0,New Zealand,Football
athlete_6579,Eygl sk Gstafsdttir,F,21.0,187.0,82.0,Iceland,Swimming
athlete_6580,Masashi Kamekawa,M,23.0,177.0,68.0,Japan,Football
athlete_6581,Rei Higuchi,M,20.0,163.0,63.0,Japan,Wrestling
athlete_6582,Sergey Richter,M,27.0,180.0,83.0,Israel,Shooting
athlete_6583,Niklas Lindgren,M,28.0,177.0,71.0,Finland,Sailing
athlete_6584,Darcina-Rose Manuel,F,23.0,162.0,57.0,New Zealand,Judo
athlete_6585,Faye Njie,M,46.0,,,Gambia,Judo
athlete_6586,Chad Ho,M,26.0,211.0,75.0,,Swimming
athlete_6587,Panagiotis Gionis,M,36.0,187.0,85.0,Greece,Table Tennis
athlete_6588,Augustin Maillefer,M,23.0,194.0,98.0,Switzerland,Rowing
athlete_6589,Miguel David Ruz Gonzlez,M,25.0,202.0,,Venezuela,
athlete_6590,Aleksandar IvOovi,,30.0,197.0,107.0,Montenegro,Water Polo
athlete_6591,Nouchka Fontijn,F,28.0,208.0,,Netherlands,Boxing
athlete_6592,Kim Sei-Young,F,23.0,163.0,68.0,South Korea,Golf
athlete_6593,Li Dan,F,27.0,155.0,47.0,China,Trampolining
athlete_6594,"Joshua ""Josh"" Kelly",M,22.0,147.0,108.0,,Boxing
athlete_6595,Rachele Bruni,F,25.0,170.0,59.0,Italy,Swimming
athlete_6596,Theresa Matauaina Fitzpatrick,F,21.0,168.0,75.0,New Zealand,Rugby Sevens
athlete_6597,Con Foley,M,23.0,188.0,90.0,Australia,Rugby Sevens
athlete_6598,Li Ying,F,23.0,170.0,61.0,China,Football
athlete_6599,Miltiadis Tentoglou,M,18.0,185.0,,Greece,Athletics
athlete_6600,Rose Mary Almanza Blanco,F,24.0,165.0,53.0,Cuba,Athletics
athlete_6601,Markta Slukov,F,,181.0,69.0,Czech Republic,Beach Volleyball
athlete_6602,Pau Vela Maggi,M,30.0,190.0,86.0,Spain,Rowing
athlete_6603,Aauri Lorena Bokesa Abia,F,27.0,180.0,62.0,Spain,Athletics
athlete_6604,Yehualeye Beletew,F,18.0,165.0,52.0,Ethiopia,Athletics
athlete_6605,Alex Rose,M,24.0,,,,
athlete_6606,Maxime Martte,M,29.0,172.0,,France,Cycling
athlete_6607,Simplice Fotsala,M,27.0,154.0,49.0,Cameroon,Boxing
athlete_6608,Sergio Garca Fernndez,M,44.0,194.0,,Spain,Golf
athlete_6609,Zhong Xuechun,F,22.0,166.0,55.0,China,Wrestling
athlete_6610,Kwan Kit Ho,M,19.0,178.0,66.0,China,Table Tennis
athlete_6611,Katherine Jane Grainger,F,40.0,183.0,78.0,UK,Rowing
athlete_6612,Hagos Gebrhiwet Berhe,M,22.0,171.0,56.0,Ethiopia,Athletics
athlete_6613,Serge David Gnabry,M,,187.0,74.0,Cayman Islands,
athlete_6614,Asley Gonzlez Montero,M,26.0,179.0,90.0,Cuba,Judo
athlete_6615,Natalya Coyle,F,41.0,170.0,60.0,,Modern Pentathlon
athlete_6616,Lois Abbingh,F,23.0,178.0,72.0,Netherlands,Handball
athlete_6617,Jessica Parratto,F,22.0,157.0,51.0,USA,Diving
athlete_6618,Jeanine Gmelin,F,26.0,170.0,72.0,Switzerland,Rowing
athlete_6619,Marie Eliane Saholinirina,,34.0,149.0,46.0,Madagascar,Athletics
athlete_6620,Franois Hougaard,M,28.0,179.0,93.0,South Africa,Rugby Sevens
athlete_6621,Kim Chang-Ju,M,30.0,178.0,69.0,South Korea,Sailing
athlete_6622,"Sonny William ""Sonny Bill"" Williams",M,31.0,194.0,106.0,New Zealand,Rugby Sevens
athlete_6623,Liam Benjamin Pitchford,M,23.0,186.0,67.0,UK,Table Tennis
athlete_6624,Nyakisi Adero,F,30.0,,,Uganda,Athletics
athlete_6625,Winnie Nanyondo,F,22.0,,,Uganda,Athletics
athlete_6626,Andrew Riley,M,27.0,174.0,82.0,Jamaica,At%letics
athlete_6627,Kiana Eide,F,17.0,160.0,54.0,USA,Rhythmic Gymnastics
athlete_6628,Xu Yunli,F,29.0,195.0,75.0,China,Volleyball
athlete_6629,OlenaDmytrivna Kostevych,F,31.0,160.0,52.0,Ukraine,Shooting
athlete_6630,Ana Mara Gallay,F,30.0,174.0,66.0,Argentina,Beach Volleyball
athlete_6631,Florencia Martina Habif,F,22.0,161.0,47.0,Argentina,Hockey
athlete_6632,Andriy Ivanovych Khrypta,M,29.0,,,Ukraine,Cycling
athlete_6633,Mirco Pruijser,M,26.0,194.0,87.0,Netherlands,Hockey
athlete_6634,Mirza Bai,M,25.0,188.0,87.0,Bosnia and Herzegovina,Tennis
athlete_6635,Petter Menning (strm-),M,48.0,187.0,92.0,Sweden,Canoeing
athlete_6636,Martin Kupper,M,27.0,198.0,125.0,Estonia,At(letics
athlete_6637,Mria Czakov,F,27.0,166.0,56.0,Slovakia,Athletics
athlete_6638,Bernd Wiesberger,M,30.0,188.0,86.0,Austria,Golf
athlete_6639,Davor tefanek,M,30.0,170.0,66.0,Serbia,Wrestling
athlete_6640,Borislav Stefanov Novachkov,M,26.0,170.0,71.0,Bulgaria,Wrestling
athlete_6641,Vilma Pegado Nenganga,,19.0,170.0,59.0,Angola,Handball
athlete_6642,Luca Haro,F,27.0,178.0,71.0,Argentina,Handball
athlete_6643,Baatarskhiin Chinzorig,,24.0,174.0,64.0,,Boxing
athlete_6644,Filipe Baravilala,M,21.0,170.0,74.0,Fiji,Football
athlete_6645,Yasuhiro Koseki,M,24.0,,115.0,,Swimming
athlete_6646,Ketija Birzule,F,17.0,164.0,60.0,Latvia,Sailing
athlete_6647,Nareg uregLian,M,27.0,196.0,98.0,USA,Rowing
athlete_6648,Chisato Fukushima,F,28.0,165.0,52.0,Japan,Athletics
athlete_6649,Martin Fuksa,M,23.0,213.0,83.0,Czech Republic,
athlete_6650,Hu Jianguan,M,23.0,168.0,52.0,China,Boxing
athlete_6651,"Nyuk Lian ""Leanne"" Choo",F,25.0,167.0,58.0,Australia,Badminton
athlete_6652,David Graf,M,26.0,180.0,79.0,Switzerland,Cycling
athlete_6653,Phillip Kipyeko,M,21.0,,,Uganda,Athletics
athlete_6654,Lebohang Ester Ramalepe,F,24.0,155.0,,South Africa,Gymnastics
athlete_6655,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,UK,Gymnastics
athlete_6656,Sean Patric1 Furey,M,,,90.0,USA,
athlete_6657,Michele Benedetti,M,31.0,175.0,68.0,Italy,Diving
athlete_6658,Bode Abiodun,M,35.0,170.0,68.0,Nigeria,Table Tennis
athlete_6659,Stine Bredal Oftedal,F,24.0,168.0,65.0,Norway,Handball
athlete_6660,"Mathlynn Langtor ""Mattie"" Sasser",F,19.0,158.0,58.0,Marshall Islands,Weightlifting
athlete_6661,Lieke Wevers,F,24.0,167.0,54.0,,
athlete_6662,"Timothy ""Tim"" Kneale",M,33.0,187.0,85.0,UK,
athlete_6663,Pablo Fontes de Castro,M,20.0,,83.0,Spain,Rugby Sevens
athlete_6664,Chad Ho,M,26.0,213.0,75.0,South Africa,Swimming
athlete_6665,Wang Xiaoli,F,34.0,169.0,70.0,China,Sailing
athlete_6666,Dumitru Captari,M,27.0,168.0,79.0,Romania,
athlete_6667,Nery Antonio Brenes Crdenas,M,30.0,175.0,70.0,Costa Rica,Athletics
athlete_6668,Isabelle Sambou,F,35.0,155.0,53.0,Senegal,Wrestling
athlete_6669,"Frances ""Francie"" Turner",F,,159.0,50.0,New Zealand,Rowing
athlete_6670,Zurabi Datunashvili,M,,160.0,75.0,Georgia,Wrestling
athlete_6671,Elena Monica Ungureanu,F,28.0,164.0,48.0,Romania,Judo
athlete_6672,Benn Harradine,M,53.0,198.0,115.0,Australia,Athletics
athlete_6673,Bruno Oscar Schmidt,M,29.0,185.0,87.0,Brazil,Beach Volleyball
athlete_6674,Gonzalo Ruz de la Cruz,M,28.0,186.0,,Mexico,Volleyball
athlete_6675,Ruslan Zhaparov,M,20.0,198.0,80.0,Kazakhstan,Taekwondo
athlete_6676,Marin Kovacy,M,31.0,180.0,87.0,Slovakia,Shooting
athlete_6677,Lebeya Nkoka,M,33.0,,,Lesotho,Athletics
athlete_6678,Lynique Prinsloo,F,25.0,169.0,60.0,South Africa,Athletics
athlete_6679,Dirk Uittenbogaard,M,26.0,199.0,93.0,Netherlands,Rowing
athlete_6680,I Ketut Ariana,M,26.0,167.0,69.0,Indonesia,
athlete_6681,Saskia Clark,F,36.0,176.0,68.0,Poland,Sailing
athlete_6682,Vincenzo Mangiacapre,M,27.0,171.0,64.0,,Boxing
athlete_6683,Elizabeth Lyon Beisel,F,37.0,168.0,,USA,Swimming
athlete_6684,Nicol Ruprecht,F,,170.0,55.0,Austria,Weightlifting
athlete_6685,Francisco Ducasse Rojas,M,19.0,175.0,56.0,Chile,Sailing
athlete_6686,Wu Shuijiao,F,25.0,161.0,53.0,China,Athletics
athlete_6687,Laura Lindemann,F,20.0,168.0,57.0,Germany,Triathlon
athlete_6688,Marina Vukevi-Raji,F,22.0,175.0,70.0,Montenegro,Handball
athlete_6689,Andressa Alves da Silva,F,23.0,168.0,56.0,Brazil,ootball
athlete_6690,Abdelaziz Mohamed Ahmed,M,21.0,181.0,72.0,Sudan,Swimming
athlete_6691,Ignacio Ortz,M,29.0,180.0,76.0,Argentina,Hockey
athlete_6692,Amanda Jo Weir (-Davis),F,30.0,188.0,77.0,USA,Swimming
athlete_6693,Teliana Santos Pereira,F,28.0,167.0,62.0,Brazil,Tennis
athlete_6694,David Alejandro Cubilln Leon,M,29.0,183.0,79.0,Venezuela,Basketball
athlete_6695,Khaled Houcine,M,26.0,187.0,90.0,Tunisia,Canoeing
athlete_6696,Eailce Sosa,F,28.0,177.0,72.0,Argentina,Volleyball
athlete_6697,Sofiane Bendebka,M,23.0,170.0,65.0,Algeria,Football
athlete_6698,Manuel Esteban Soto Ruz,M,22.0,170.0,,Colombia,Athletics
athlete_6699,Olga Sergeyevna Levina-Akopyan,F,31.0,176.0,63.0,,
athlete_6700,Olha Mykolayivna Zemliak,F,26.0,209.0,57.0,Ukraine,Athletics
athlete_6701,Cristian Isaac Toro Carballo,M,24.0,188.0,90.0,Spain,Canoeing
athlete_6702,Mara Branz,F,26.0,170.0,68.0,Argentina,Sailing
athlete_6703,Yuki Ota,M,30.0,,69.0,Japan,
athlete_6704,Lydia Paterson,F,,163.0,70.0,USA,Shooting
athlete_6705,Francelina Cabral,,31.0,,,Timor-Leste,Cycling
athlete_6706,Bruno Ortiz-Caavate Ozeki,M,23.0,194.0,88.0,Spain,Swimming
athlete_6707,Ignacio Ortz,M,29.0,172.0,76.0,Argentina,Hockey
athlete_6708,Evan Van Moerkerke,M,22.0,205.0,110.0,Canada,Swimming
athlete_6709,Sun Yujie,F,23.0,185.0,78.0,China,Fencing
athlete_6710,Nenad Filipovi,M,37.0,182.0,74.0,Serbia,Athletics
athlete_6711,Ilya Alekseyevich Pervukhin,M,25.0,183.0,82.0,Russia,Canoeing
athlete_6712,Moacir Zimmermann,M,32.0,184.0,70.0,Brazil,Athletics
athlete_6713,"Yue ""Jennifer"" Wu",F,26.0,160.0,51.0,USA,Table Tennis
athlete_6714,Cindy Roleder,F,26.0,178.0,70.0,Germany,Athletics
athlete_6715,M+asato Sakai,M,21.0,181.0,77.0,Costa Rica,Swimming
athlete_6716,"Jessica Esther ""Jess"" Fox",F,22.0,166.0,65.0,Australia,Canoeing
athlete_6717,Deajah Stevens,F,21.0,175.0,65.0,USA,Athletics
athlete_6718,Nicole Broch Larsen,F,23.0,179.0,75.0,Denmark,Golf
athlete_6719,skhbayaryn Chagnaadorj,M,19.0,155.0,56.0,Mongolia,Weightlifting
athlete_6720,Eloise Wellings (Poppet-),F,33.0,172.0,52.0,Australia,Athletics
athlete_6721,Julia Sebastin,F,22.0,193.0,70.0,Argentina,Swimming
athlete_6722,Aleksandr Yevgenyevich Popkov,M,21.0,185.0,80.0,Russia,Swimming
athlete_6723,Amanda Maria Kurtovic,F,46.0,175.0,71.0,Norway,Handball
athlete_6724,"Timothy ""Tim"" Kneale",M,33.0,187.0,85.0,UK,Shooting
athlete_6725,"Martilou ""Marti"" Malloy",F,30.0,161.0,58.0,USA,Judo
athlete_6726,Celeste Plak,F,20.0,190.0,90.0,Netherlands,Volleyball
athlete_6727,Kohei Yamashita,M,21.0,179.0,69.0,Japan,Athletics
athlete_6728,Thet Ei Ei,F,,,,Myanmar,Swimming
athlete_6729,Sarah de Oliveira Nikitin,F,27.0,170.0,75.0,Brazil,Archery
athlete_6730,Olha Anatoliv(na Holodna,F,24.0,183.0,96.0,Ukraine,Athletics
athlete_6731,Paul Kipkemboi Chelimo,M,25.0,175.0,57.0,USA,Athletics
athlete_6732,"Anna Sarah ""Sophie"" Souwer",F,29.0,185.0,77.0,Netherlands,Rowing
athlete_6733,Carlo Tacchini,,21.0,,73.0,,Canoeing
athlete_6734,Pierre Duprat,M,26.0,175.0,73.0,Individual Olympic Athletes,Judo
athlete_6735,Abbubaker Mobara,M,22.0,175.0,64.0,South Africa,Football
athlete_6736,Abdelmalik Lahoulou,M,24.0,177.0,72.0,Algeria,Athletics
athlete_6737,Lucas Rafael Rossi,M,31.0,188.0,88.0,Argentina,Hockey
athlete_6738,Takayuki Tanii,M,33.0,167.0,57.0,Japan,Athletics
athlete_6739,ivil Vaiciukeviit,F,20.0,164.0,54.0,Lithuania,Athletics
athlete_6740,Kaftien Antoine Gomis,M,36.0,185.0,70.0,France,Athletics
athlete_6741,Pardon Ndhlovu,M,28.0,158.0,54.0,Zimbabwe,Athletics
athlete_6742,Xu Zangjun,M,24.0,175.0,65.0,China,Sailing
athlete_6743,Nicolas d'Oriano,M,19.0,175.0,68.0,France,Swimming
athlete_6744,Hidde Turkstra,M,28.0,194.0,81.0,Netherlands,Hockey
athlete_6745,Pernilla Lindberg,F,30.0,165.0,60.0,Sweden,Golf
athlete_6746,Halima Nakaayi,F,,,,Uganda,Athletics
athlete_6747,Elke Vanhoof,F,24.0,163.0,60.0,Belgium,Cycling
athlete_6748,Sri Wahyuni Agustiani,F,21.0,147.0,47.0,Indonesia,Weightlifting
athlete_6749,Kim Jong-Hyeon,M,31.0,170.0,73.0,South Korea,Shooting
athlete_6750,Henriette Nadege Koulla,F,23.0,169.0,67.0,Cameroon,Volleyball
athlete_6751,Ura Kragelj,F,28.0,166.0,56.0,Sloveni,Canoeing
athlete_6752,"Jessica Esther ""Jess"" Fox",F,,169.0,60.0,Australia,Canoeing
athlete_6753,Thophile Onfroy,,23.0,189.0,82.0,France,Rowing
athlete_6754,Egl Balinait,F,27.0,176.0,63.0,Lithuania,Athletics
athlete_6755,Carlo Tacchini,M,21.0,176.0,73.0,IVtaly,Rugby Sevens
athlete_6756,Betsy Doon Hassett,F,,157.0,55.0,New Zealand,Footb@all
athlete_6757,Lydia Casey Jele (Mashila-),F,26.0,172.0,54.0,Botswana,Athletics
athlete_6758,Oumou Kalsoum Tour,,28.0,189.0,86.0,Senegal,Basketball
athlete_6759,Jesse David Thielke,M,24.0,170.0,68.0,USA,
athlete_6760,Li Muhao,M,24.0,218.0,115.0,China,Basketball
athlete_6761,Albert Aleksandrovich Gaun,M,24.0,183.0,80.0,Russia,Taekwondo
athlete_6762,Denis Vaslyevich Simanovich,M,29.0,178.0,64.0,Belarus,Athletics
athlete_6763,Jesse David Thielke,M,24.0,170.0,136.0,,Wrestling
athlete_6764,Marianna Sastin,F,33.0,161.0,65.0,Hungary,Wrestling
athlete_6765,Sachi Mochida,F,17.0,166.0,58.0,Japan,Swimming
athlete_6766,Derek Drouin,M,26.0,196.0,,Canada,Athletics
athlete_6767,Hassan Ayanleh Souleiman,M,23.0,190.0,55.0,Djibouti,Athletics
athlete_6768,I Ketut Ariana,M,26.0,167.0,69.0,Indonesia,
athlete_6769,Bernardo de Souza Oliveira,M,23.0,173.0,70.0,Brazil,Archery
athlete_6770,Filip Filipovi,M,29.0,196.0,101.0,Serbia,Water Polo
athlete_6771,Carvin+Nkanata,M,41.0,,66.0,Kenya,Athletics
athlete_6772,Kasper Winther Jrgensen,M,31.0,182.0,73.0,Denmark,Rowing
athlete_6773,Lois Abbingh,F,23.0,152.0,72.0,Netherlands,Handball
athlete_6774,Diaaeldin Kamal Gouda Abdelmottaleb,M,,196.0,125.0,Egypt,Wrestling
athlete_6775,Mio Yamanaka,F,20.0,,56.0,Jap_n,Trampolining
athlete_6776,Hanna Oleksandrivna Plotitsyna,F,29.0,182.0,73.0,Ukraine,Athletics
athlete_6777,Julia Sebastin,F,22.0,178.0,70.0,Argentina,Swimming
athlete_6778,Christelle Daunay,F,41.0,162.0,43.0,France,Athletics
athlete_6779,Arya Nasimi Shad,M,,187.0,68.0,Iran,Swimming
athlete_6780,Josefina Fernndez,F,24.0,175.0,135.0,Argentina,Volleyball
athlete_6781,"Christopher ""Chris"" Harris",M,30.0,,89.0,New Zealand,
athlete_6782,Evelyn Lee Stevens (-Baker),F,33.0,,135.0,USA,
athlete_6783,Jacob Bruun Larsen,M,17.0,183.0,74.0,Denmark,Football
athlete_6784,Derek Drouin,M,26.0,196.0,83.0,Canada,Athletic
athlete_6785,Leyla Alev Kelter,F,25.0,168.0,75.0,USA,Rugby Sevens
athlete_6786,"Petrus Johannes ""Pieter-Jan"" Postma",M,34.0,189.0,99.0,Netherlands,Sailing
athlete_6787,Kelly Griffin,F,29.0,163.0,68.0,USA,Rugby Sevens
athlete_6788,Stphanie Fotso Mogoung,F,28.0,184.0,78.0,Cameroon,Volleyball
athlete_6789,Kristi Castlin,F,28.0,170.0,60.0,USA,Athletics
athlete_6790,"Bradley Edward ""Brad"" Tandy",M,,205.0,86.0,South Africa,Swimming
athlete_6791,Pablo Alejandro Aprahamian Bakerdjian,M,54.0,176.0,97.0,Uruguay,
athlete_6792,Katja Steen Sal$skov-Iversen,F,21.0,173.0,70.0,Guinea-Bissau,Sailing
athlete_6793,Cristy Nurse,F,29.0,182.0,74.0,Canada,Rowing
athlete_6794,Mohamed Mohyeldin,M,24.0,170.0,73.0,Egypt,Judo
athlete_6795,Rafael Oliveira Andrade,M,30.0,168.0,58.0,Brazil,Trampolining
athlete_6796,Matylda Szlzak-Kowal,F,,170.0,92.0,,Athletics
athlete_6797,Igor Genua Sistiaga,M,28.0,177.0,78.0,,Rugby Sevens
athlete_6798,Mai Ito,F,32.0,156.0,41.0,Japan,Athletics
athlete_6799,Andrew Graham Peebles,M,27.0,191.0,87.0,Zimbabwe,Rowing
athlete_6800,Anastasiya Ivanovna Maksimova,F,25.0,170.0,50.0,Russia,Rhythmic Gymnastics
athlete_6801,Jehue Gordon,M,24.0,188.0,81.0,Trinidad,Athletics
athlete_6802,"Jennifer ""Jenny"" Dahlgren Fitzner",F,32.0,180.0,110.0,Argentina,Athletics
athlete_6803,Mara Lpez de Eguilaz Zubiria,F,32.0,164.0,56.0,Spain,Hockey
athlete_6804,Grace Stewart,F,19.0,,68.0,Australia,Hockey
athlete_6805,Gemma Beadsworth,,29.0,180.0,78.0,Australia,Water Polo
athlete_6806,Enzo-Boris Lefort,M,24.0,190.0,80.0,France,Fencing
athlete_6807,Manila Flamini,F,28.0,167.0,60.0,Italy,Synchronized Swimming
athlete_6808,Bralon Shazam Taplin,M,24.0,180.0,75.0,Grenada,Athletics
athlete_6809,Natalia del Carmen Romero Jaramillo,,36.0,163.0,57.0,Chile,Athletics
athlete_6810,Micha Kubiak,M,28.0,191.0,89.0,Poland,Volleyball
athlete_6811,Yannick Lefbvre,M,27.0,181.0,79.0,Belgium,Sailing
athlete_6812,Olha Oleksandrivna Liakhova,F,37.0,174.0,87.0,Ukraine,
athlete_6813,Hagos Gebrhiwet Berhe,M,22.0,171.0,56.0,Ethiopia,Athletics
athlete_6814,Milena Rai,F,25.0,191.0,72.0,Serbia,Volleyball
athlete_6815,Micha Kubiak,M,28.0,191.0,80.0,Poland,Volleyball
athlete_6816,Vincent van der Want,M,,,34.0,Netherlands,Rowing
athlete_6817,Zohir Kedache,M,30.0,178.0,69.0,Algeria,Boxing
athlete_6818,Pter Sidi,M,37.0,180.0,87.0,Hungary,Shooting
athlete_6819,Borja Vidal Fernndez Fernndez,M,34.0,206.0,110.0,Qatar,Handball
athlete_6820,Michelle Plourde Kasold,F,29.0,161.0,53.0,USA,Hockey
athlete_6821,"Nwanyia Jenete C. ""Anyika"" Onuora",F,31.0,178.0,76.0,UK,Athletics
athlete_6822,Abdoullah Bamoussa,M,,170.0,59.0,Uganda,Athletics
athlete_6823,Petr Vako,M,24.0,180.0,70.0,Czech Republic,Cycling
athlete_6824,Julian Flgel,M,30.0,183.0,,Germany,Athletics
athlete_6825,Marin Kovacy,M,31.0,195.0,87.0,Slovakia,Shooting
athlete_6826,Yuichi Sugita,M,27.0,173.0,108.0,Japan,Tennis
athlete_6827,Yuichi Sugita,M,27.0,190.0,66.0,Japan,Tennis
athlete_6828,Luza vila Borges Carvalho,,33.0,182.0,79.0,Brazil,Water Polo
athlete_6829,W Shuijiao,F,37.0,,,China,Athletics
athlete_6830,Andrew Riley,M,27.0,,82.0,Jamaica,Athletics
athlete_6831,Louise Nelum Sandamali Sand,F,35.0,,62.0,Sweden,Handball
athlete_6832,Moritz Milatz,M,34.0,173.0,65.0,,Cycling
athlete_6833,Sanchai Ratiwatana,M,18.0,175.0,,Thailand,Tennis
athlete_6834,Luza cila Borges Carvalho,F,,182.0,79.0,Brazil,Water Polo
athlete_6835,Sharath Kamal Achanta,M,34.0,186.0,,India,Table Tennis
athlete_6836,Domenico Montrone,M,30.0,189.0,97.0,Italy,Rowing
athlete_6837,Sandi Morris,F,24.0,173.0,62.0,USA,Athletics
athlete_6838,Mokgadi Caster Semenya,F,25.0,178.0,70.0,South Africa,Athletics
athlete_6839,Berik Abdgakhmanov,,30.0,165.0,60.0,Kazakhstan,Boxing
athlete_6840,Mio Yamanaka,F,47.0,157.0,49.0,Japan,Rugby Sevens
athlete_6841,Juliano Ernani Malegreau Fiori,M,31.0,191.0,107.0,Brazil,Rugby Sevens
athlete_6842,Jul)an Jrummi Walsh,M,31.0,175.0,75.0,Japan,
athlete_6843,Lebenya Nkoka,M,33.0,,,,Athletics
athlete_6844,"William ""Will""* Dean",,29.0,195.0,95.0,Canada,Rowing
athlete_6845,Radik sayev,M,26.0,200.0,93.0,Azerbaijan,Taekwondo
athlete_6846,Sara Franceschi,F,17.0,178.0,61.0,Italy,Swimming
athlete_6847,Artur Hovhannisyan,M,20.0,160.0,49.0,Armenia,Boxing
athlete_6848,Jennifer Oeser,F,32.0,175.0,68.0,Germany,Athletics
athlete_6849,Zhang Xiaoxue,F,23.0,162.0,51.0,China,Hockey
athlete_6850,Tom Pelsmaekers,M,23.0,177.0,81.0,Belgium,Sailing
athlete_6851,"Pieter Gilles ""Mechiel"" Versluis",M,29.0,197.0,65.0,Netherlands,Rowing
athlete_6852,Selim Yaar,M,,179.0,86.0,Turkey,Wrestling
athlete_6853,Amar Musi,M,29.0,170.0,85.0,Croatia,Weightlifting
athlete_6854,Han Hye-Ryeong,F,30.0,163.0,56.0,South Korea,Hockey
athlete_6855,"Alexander ""Alex"" Hill",M,23.0,194.0,92.0,Australia,Rowing
athlete_6856,Kurt Leonel da Rocha Couto,M,31.0,180.0,74.0,Mozambique,Athletics
athlete_6857,Krisztina Papp,F,33.0,173.0,53.0,Hungary,Athletics
athlete_6858,Ioannis Khristou,M,33.0,190.0,,Greece,Rowing
athlete_6859,Ignacio Ortz,M,29.0,180.0,76.0,Argentina,Hockey
athlete_6860,Pauls Pujts,M,24.0,187.0,83.0,Latvia,Athletics
athlete_6861,Mario Mola Daz,M,26.0,178.0,63.0,Spain,Triathlon
athlete_6862,Lus Enrique Charles,M,17.0,183.0,65.0,Dominican Republic,Athletics
athlete_6863,Kierre Beckles,F,26.0,,54.0,Barbados,Athletics
athlete_6864,Leonel Surez Fajardo,M,28.0,181.0,68.0,Kyrgyzstan,Athletics
athlete_6865,Nehal Nabil Mohamed Elsayed Saafan,F,19.0,,49.0,Egypt,Rugby Sevens
athlete_6866,Veronica Angella Campbell-Brown,F,34.0,168.0,58.0,Jamaica,AthletiYs
athlete_6867,Sze Hang Yu,F,28.0,,65.0,China,Swimming
athlete_6868,James Willett,M,20.0,186.0,120.0,Australia,Shooting
athlete_6869,An Ba-Ul,M,22.0,,66.0,,Judo
athlete_6870,Reinier Estpinan Gmez,M,33.0,170.0,72.0,Cuba,Shooting
athlete_6871,Sabina Asenjo lvarez,,30.0,178.0,90.0,Spain,Athletics
athlete_6872,Derek Drouin,M,26.0,196.0,83.0,CanadRa,Table Tennis
athlete_6873,"Mathlynn Langtor ""Mattie"" Sasser",F,19.0,,58.0,Marshall Islands,Weightlifting
athlete_6874,Svetlana Mikhaylovna Chimrova,F,20.0,173.0,61.0,Russia,Swimming
athlete_6875,Oleh Serhiyovych Tsarkov,M,28.0,174.0,70.0,,Shooting
athlete_6876,Abdelmalik Lahoulou,M,24.0,177.0,72.0,Algeria,Athletics
athlete_6877,"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,,USA,Gymnastics
athlete_6878,Koki Niwa,M,21.0,162.0,51.0,Japan,Table Tennis
athlete_6879,Kim Hye-Song,F,23.0,153.0,42.0,El Salvador,Athletics
athlete_6880,Yuka Mamiya,F,26.0,185.0,74.0,Japan,Basketball
athlete_6881,Pirmammad Sadiyarovich Aliyev,M,18.0,170.0,63.0,Kazakhstan,Trampolining
athlete_6882,Mara Teresa Portela Rivas,F,34.0,,69.0,Spain,Canoeing
