brand,model,type,mp,optical_zoom,digital_zoom,screen_size,price,matches
panasonic,dmc-gf6,compact system / mirrorless cameras,16.0,,,,,"{'www.priceme.co.nz//2124', 'www.cambuy.com.au//129', 'www.priceme.co.nz//2307', 'buy.net//5793', 'www.shopbot.com.au//1613', 'www.priceme.co.nz//2375', 'www.priceme.co.nz//2408', 'www.cambuy.com.au//147', 'www.priceme.co.nz//2078', 'www.priceme.co.nz//1713', 'www.buzzillions.com//2332', 'www.shopbot.com.au//1330'}"
panasonic,gh1,mirrorless interchangeable lens,12.1,10.0,,3.0,,"{'www.ebay.com//47902', 'www.ebay.com//48939', 'www.priceme.co.nz//2177', 'cammarkt.com//148', 'www.ebay.com//42187', 'www.ebay.com//57771', 'www.ebay.com//42882', 'www.ebay.com//58429', 'www.ebay.com//44585'}"
panasonic,gh2,mirrorless interchangeable lens,16.0,10.0,4.0,3.0,827.97,"{'www.ebay.com//53333', 'www.ebay.com//59797', 'www.ebay.com//54334', 'www.buzzillions.com//1016', 'www.buzzillions.com//2938', 'www.ebay.com//54819', 'www.ebay.com//48440', 'www.ebay.com//46595', 'www.ebay.com//59306', 'www.ebay.com//59079', 'www.ebay.com//43872', 'www.ebay.com//45765', 'www.gosale.com//1075', 'www.ebay.com//46623', 'www.ebay.com//53792', 'www.gosale.com//1354', 'www.ebay.com//43900', 'www.ebay.com//47294', 'www.ebay.com//47453', 'www.ebay.com//24844', 'www.ebay.com//42063', 'www.ebay.com//55286', 'www.ebay.com//47434'}"
panasonic,gh3,mirrorless interchangeable lens,16.0,,4.0,3.0,896.99,"{'www.ebay.com//56178', 'www.ebay.com//52682', 'www.ebay.com//44269', 'www.ebay.com//42273', 'www.gosale.com//1336', 'www.priceme.co.nz//1888', 'www.priceme.co.nz//2299', 'www.price-hunt.com//833', 'www.priceme.co.nz//2068', 'cammarkt.com//36', 'www.ebay.com//46739', 'www.ebay.com//48393', 'www.shopbot.com.au//1375', 'www.ebay.com//60097', 'www.ebay.com//55619', 'www.ebay.com//59571', 'www.ebay.com//42732', 'www.ebay.com//48971', 'www.ebay.com//56637', 'www.ebay.com//44912', 'www.ebay.com//54746', 'www.buzzillions.com//2242', 'www.priceme.co.nz//2271', 'www.shopbot.com.au//1214', 'www.ebay.com//53029', 'www.gosale.com//867'}"
panasonic,dmc-gh4,mirrorless interchangeable lens,16.1,10.0,,3.0,1172.99,"{'buy.net//5871', 'www.henrys.com//94', 'www.ebay.com//42267', 'www.ebay.com//54931', 'www.ebay.com//24658', 'www.ebay.com//59210', 'www.ebay.com//53813', 'www.shopbot.com.au//312', 'www.ebay.com//47406', 'www.ebay.com//24081', 'www.ebay.com//57161', 'www.gosale.com//816', 'www.ebay.com//47632', 'www.ebay.com//46732', 'www.ebay.com//45502', 'www.priceme.co.nz//1784', 'buy.net//6716', 'www.eglobalcentral.co.uk//201', 'www.priceme.co.nz//1671', 'www.ebay.com//46764', 'www.shopbot.com.au//1603'}"
panasonic,dmc-gh4kbody,,16.1,,,,1517.99,{'www.gosale.com//782'}
panasonic,gm1,mirrorless interchangeable lens,16.0,,,3.0,517.49,"{'buy.net//5932', 'www.alibaba.com//24075', 'www.ebay.com//43667', 'www.ebay.com//56483', 'www.gosale.com//971', 'www.eglobalcentral.co.uk//158', 'www.eglobalcentral.co.uk//375', 'www.ebay.com//55254', 'www.priceme.co.nz//2316', 'www.ebay.com//56090', 'www.ebay.com//48025', 'buy.net//6146', 'buy.net//6611', 'www.alibaba.com//29769', 'www.shopbot.com.au//374', 'www.ebay.com//46986', 'www.priceme.co.nz//2200', 'www.alibaba.com//32890'}"
panasonic,dmc-gm5,,,,,,,{'www.shopbot.com.au//1308'}
panasonic,gx1,mirrorless interchangeable lens,16.0,3.0,4.0,3.0,482.99,"{'www.ebay.com//54594', 'www.priceme.co.nz//50', 'www.alibaba.com//37489', 'www.ebay.com//58662', 'www.ebay.com//47148', 'www.shopbot.com.au//1534', 'www.ebay.com//47059', 'www.ebay.com//23881', 'www.ebay.com//42450', 'www.priceme.co.nz//2127', 'www.priceme.co.nz//1753', 'www.shopbot.com.au//1399', 'www.ebay.com//43361', 'www.ebay.com//24829', 'www.alibaba.com//26387', 'www.alibaba.com//37641', 'www.ebay.com//58655', 'www.ebay.com//54428', 'www.ebay.com//55378', 'www.ebay.com//56247', 'www.alibaba.com//26516', 'www.ebay.com//42702', 'www.alibaba.com//25160', 'www.ebay.com//45583', 'www.alibaba.com//30424', 'www.ebay.com//46891', 'www.buzzillions.com//2382', 'www.ebay.com//56971', 'www.ebay.com//25169', 'www.gosale.com//1310', 'www.ebay.com//24693', 'www.ebay.com//56089', 'www.ebay.com//54106', 'www.ebay.com//42180', 'www.pricedekho.com//1114', 'www.shopbot.com.au//1229', 'www.buzzillions.com//2471', 'www.buzzillions.com//2572', 'www.priceme.co.nz//2123', 'www.alibaba.com//26342', 'www.alibaba.com//37522', 'www.alibaba.com//35683', 'www.alibaba.com//25906'}"
panasonic,dmc-gx7,mirrorless interchangeable lens,16.0,3.0,,3.0,724.49,"{'www.ebay.com//53774', 'www.ebay.com//53769', 'www.buzzillions.com//1001', 'www.ebay.com//45429', 'www.ebay.com//60818', 'www.ebay.com//56959', 'www.priceme.co.nz//1827', 'www.buzzillions.com//848', 'www.cambuy.com.au//7', 'www.ebay.com//24008', 'buy.net//5810', 'www.cambuy.com.au//10', 'www.priceme.co.nz//1897', 'www.shopbot.com.au//1488', 'www.ebay.com//59946', 'www.priceme.co.nz//1859', 'www.ebay.com//43258', 'www.ebay.com//46299', 'www.ebay.com//44638', 'www.ebay.com//24353', 'www.shopbot.com.au//1571', 'www.ebay.com//54751', 'www.gosale.com//909', 'www.priceme.co.nz//2357', 'www.cambuy.com.au//1', 'www.ebay.com//23932', 'www.shopbot.com.au//1458', 'www.ebay.com//55718', 'www.cambuy.com.au//0', 'www.ebay.com//55102', 'www.cambuy.com.au//20', 'www.ebay.com//25005', 'www.gosale.com//1432', 'www.priceme.co.nz//108', 'www.ebay.com//53733'}"
panasonic,l1,digital slr,7.5,,,2.5,,"{'www.ebay.com//60837', 'www.ebay.com//52958', 'cammarkt.com//72', 'www.ebay.com//45191'}"
panasonic,dmc-lf1,point & shoot,12.1,7.1,4.0,3.0,,"{'www.henrys.com//111', 'buy.net//5738', 'www.ebay.com//45154', 'www.ukdigitalcameras.co.uk//232', 'www.wexphotographic.com//584', 'www.ebay.com//46183', 'www.ebay.com//42322', 'buy.net//5666', 'www.eglobalcentral.co.uk//618', 'www.ebay.com//59940', 'www.priceme.co.nz//2292', 'www.shopbot.com.au//361', 'www.buzzillions.com//2402'}"
panasonic,dmc-ls5,,,5.0,4.0,2.7,,"{'www.shopmania.in//1502', 'www.pricedekho.com//1072', 'www.mypriceindia.com//141'}"
panasonic,dmc-ls6,point & shoot,14.1,5.0,,2.7,,"{'www.pricedekho.com//763', 'www.ebay.com//48512', 'www.ebay.com//58922'}"
panasonic,dmc-ls60,point & shoot,6.0,3.0,,2.0,,{'www.ebay.com//24806'}
panasonic,dmc-lx100,,12.8,3.1,,,,"{'www.wexphotographic.com//591', 'www.ukdigitalcameras.co.uk//237', 'www.wexphotographic.com//614', 'www.cambuy.com.au//5', 'www.ukdigitalcameras.co.uk//250'}"
panasonic,lx1,point & shoot,8.0,4.0,,2.5,413.97,"{'www.ebay.com//44663', 'www.gosale.com//603', 'www.ebay.com//46104'}"
panasonic,lx2,point & shoot,10.2,4.0,,2.8,344.98,"{'www.gosale.com//422', 'www.ebay.com//44452', 'www.gosale.com//622', 'www.ebay.com//60009', 'www.ebay.com//59396', 'www.ebay.com//46360', 'www.ebay.com//45331'}"
panasonic,lx3,point & shoot,10.1,2.5,,3.0,435.73,"{'www.alibaba.com//35292', 'www.ebay.com//55547', 'www.ebay.com//43172', 'www.ebay.com//55839', 'www.gosale.com//1352', 'www.gosale.com//1035', 'www.ebay.com//56895', 'www.ebay.com//42794', 'www.ebay.com//60312'}"
panasonic,lx5,point & shoot,10.1,3.8,4.0,3.0,344.97,"{'www.ebay.com//47317', 'www.ebay.com//41938', 'www.shopmania.in//663', 'www.ebay.com//48568', 'www.ebay.com//23872', 'www.ebay.com//24494', 'www.alibaba.com//26015', 'www.buzzillions.com//883', 'www.ebay.com//55999', 'www.ebay.com//58027', 'www.ebay.com//42313', 'www.gosale.com//420', 'www.ebay.com//52923', 'www.ebay.com//55125', 'www.ebay.com//24279', 'www.shopbot.com.au//1576', 'www.price-hunt.com//9711', 'www.ebay.com//43060', 'www.ebay.com//54612', 'www.ebay.com//47177'}"
panasonic,lx7,point & shoot,10.1,3.8,4.5,3.0,404.54,"{'www.ebay.com//48557', 'www.alibaba.com//36739', 'www.alibaba.com//36565', 'www.wexphotographic.com//618', 'www.ukdigitalcameras.co.uk//34', 'www.ebay.com//58831', 'www.ebay.com//58255', 'www.gosale.com//430', 'www.ebay.com//53923', 'www.priceme.co.nz//1935', 'www.gosale.com//1213', 'www.mypriceindia.com//694', 'www.pcconnection.com//12196', 'www.shopmania.in//1547', 'www.ebay.com//44809', 'www.shopbot.com.au//348', 'www.garricks.com.au//121', 'buy.net//6171', 'www.buzzillions.com//908', 'www.pricedekho.com//752'}"
panasonic,dmc-lz10k,point & shoot,10.0,5.0,,2.5,172.47,"{'www.gosale.com//461', 'www.ebay.com//25085'}"
panasonic,dmc-lz20,,,,4.0,,137.94,"{'www.pricedekho.com//969', 'www.shopmania.in//1515'}"
panasonic,lz30,point & shoot,16.1,35.0,4.0,3.0,166.79,"{'www.ebay.com//43398', 'www.ebay.com//48943', 'www.ebay.com//43672', 'www.ebay.com//56690', 'www.priceme.co.nz//1758', 'www.shopmania.in//1606', 'www.mypriceindia.com//680'}"
panasonic,lz40,point & shoot,20.0,42.0,4.0,3.0,250.91,"{'www.shopmania.in//1247', 'www.wexphotographic.com//594', 'www.mypriceindia.com//37', 'www.henrys.com//37', 'buy.net//6362', 'www.ukdigitalcameras.co.uk//272', 'www.pcconnection.com//12375', 'www.ebay.com//44461', 'www.ebay.com//42318'}"
panasonic,lz5,point & shoot,6.0,6.0,4.0,2.5,172.49,"{'www.ebay.com//24582', 'www.ebay.com//24649', 'www.gosale.com//1418', 'www.ebay.com//25083'}"
panasonic,dmc-lz70k,,16.1,,,,,{'www.pcconnection.com//12435'}
panasonic,dmc-s1,digital slr,12.1,4.0,4.0,2.7,59.07,"{'www.buzzillions.com//887', 'www.pricedekho.com//1030', 'www.shopmania.in//694', 'www.ebay.com//53071'}"
panasonic,dmc-s2,compact,14.1,4.0,4.0,2.7,83.26,"{'www.ebay.com//45930', 'www.shopmania.in//1551', 'www.mypriceindia.com//4', 'www.shopbot.com.au//1438', 'www.pricedekho.com//1194'}"
panasonic,dmc-s3,point & shoot,14.0,4.0,4.0,2.7,68.8,"{'www.pricedekho.com//958', 'www.price-hunt.com//9920', 'www.buzzillions.com//878', 'www.mypriceindia.com//764', 'www.shopmania.in//1309', 'www.ebay.com//53063'}"
panasonic,dmc-sz1,point & shoot,16.1,10.0,4.0,3.0,147.78,"{'www.buzzillions.com//1808', 'www.shopmania.in//1151', 'www.pricedekho.com//1246', 'www.ebay.com//56583', 'www.pricedekho.com//1011', 'www.shopbot.com.au//1211', 'www.ebay.com//47519', 'www.mypriceindia.com//689', 'www.priceme.co.nz//2139'}"
panasonic,dmc-sz3,point & shoot,16.1,10.0,4.0,2.7,106.73,"{'www.gosale.com//429', 'www.gosale.com//1273', 'www.ebay.com//43810', 'www.ebay.com//24765', 'www.pcconnection.com//12371', 'www.ebay.com//43595', 'www.buzzillions.com//1830', 'www.henrys.com//98', 'www.mypriceindia.com//118', 'www.shopmania.in//1440'}"
panasonic,sz5,point & shoot,14.1,10.0,,3.0,,"{'www.ebay.com//45081', 'www.henrys.com//59', 'www.ebay.com//42315', 'www.shopbot.com.au//1258'}"
panasonic,sz7,point & shoot,14.1,10.0,4.0,3.0,,"{'www.price-hunt.com//9792', 'www.mypriceindia.com//748', 'www.ebay.com//43234', 'www.pricedekho.com//1186', 'www.buzzillions.com//917', 'www.shopmania.in//854', 'www.ebay.com//56099'}"
panasonic,dmc-sz8,point & shoot,16.0,12.0,4.0,3.0,,"{'www.ukdigitalcameras.co.uk//279', 'www.wexphotographic.com//607', 'www.shopbot.com.au//269', 'www.henrys.com//148', 'www.ebay.com//55583', 'www.priceme.co.nz//2198'}"
panasonic,ts1,point & shoot,12.0,4.6,,2.7,275.97,"{'www.ebay.com//53401', 'www.ebay.com//43491', 'www.ebay.com//41942', 'www.gosale.com//1224'}"
panasonic,dmc-ts2,point & shoot,14.1,4.6,4.0,2.7,275.97,"{'www.ebay.com//44626', 'www.gosale.com//1449', 'www.shopmania.in//637', 'www.ebay.com//43977'}"
panasonic,ts20,point & shoot,16.1,4.0,4.0,2.7,123.51,"{'www.ebay.com//53047', 'www.ebay.com//54126', 'www.ebay.com//43697', 'www.buzzillions.com//2285', 'www.ebay.com//52895', 'www.buzzillions.com//2387', 'www.ebay.com//47541', 'www.gosale.com//808', 'www.ebay.com//44358', 'www.ebay.com//23866'}"
panasonic,ts25,point & shoot,16.1,4.0,4.0,2.7,,"{'www.pcconnection.com//12394', 'www.henrys.com//95', 'www.pcconnection.com//12406', 'buy.net//6355', 'www.henrys.com//73', 'www.ebay.com//24428', 'www.ebay.com//53134', 'www.pcconnection.com//12392', 'www.ebay.com//23911', 'www.shopmania.in//1016', 'www.ebay.com//24479', 'www.ebay.com//42158', 'www.ebay.com//41884', 'www.ebay.com//42941', 'www.ebay.com//48489', 'www.ebay.com//60862', 'www.henrys.com//8', 'www.ebay.com//54605'}"
panasonic,dmc-ts3,point & shoot,12.1,4.6,,2.7,275.31,"{'www.gosale.com//496', 'www.ebay.com//43561'}"
panasonic,ts4,point-and-shoot,12.1,4.0,,2.7,454.55,"{'www.gosale.com//1193', 'www.ebay.com//24472', 'www.gosale.com//956', 'www.gosale.com//891', 'www.ebay.com//43316', 'www.gosale.com//1368', 'www.gosale.com//1185', 'www.gosale.com//803', 'www.buzzillions.com//1827', 'www.gosale.com//1186', 'www.gosale.com//756', 'www.gosale.com//1161', 'www.buzzillions.com//2485', 'www.gosale.com//1298'}"
panasonic,dmc-ts5,compact,16.1,4.6,4.0,3.0,275.99,"{'www.buzzillions.com//1878', 'www.shopbot.com.au//1476', 'www.pcconnection.com//12425', 'www.shopmania.in//1202', 'www.gosale.com//1223', 'www.gosale.com//1100', 'www.henrys.com//204', 'www.ebay.com//45260', 'www.gosale.com//508', 'buy.net//6598', 'www.henrys.com//196', 'www.gosale.com//736', 'www.pcconnection.com//12438', 'www.pcconnection.com//12431', 'www.ebay.com//58687', 'www.ebay.com//60570', 'www.ebay.com//59822', 'www.buzzillions.com//2493', 'www.pcconnection.com//12195'}"
panasonic,tz10,compact,,12.0,4.0,,,"{'www.ebay.com//45808', 'www.price-hunt.com//877', 'www.shopbot.com.au//1625'}"
panasonic,dmc-tz18,,,16.0,4.0,3.0,,"{'www.price-hunt.com//9763', 'www.pricedekho.com//1207', 'www.shopmania.in//903'}"
panasonic,dmc-tz20,point & shoot,14.1,16.0,4.0,3.0,,"{'www.pricedekho.com//1077', 'www.priceme.co.nz//1695', 'www.shopmania.in//1000', 'www.ebay.com//45211'}"
panasonic,dmc-tz25,compact,,16.0,4.0,,132.04,"{'www.price-hunt.com//9830', 'www.mypriceindia.com//722', 'www.shopmania.in//1608', 'www.shopbot.com.au//1230'}"
panasonic,dmc-tz30,compact,,20.0,4.0,,250.91,"{'www.shopmania.in//1408', 'www.priceme.co.nz//2001', 'www.shopbot.com.au//1288', 'www.mypriceindia.com//47', 'www.price-hunt.com//9829', 'www.pricedekho.com//991'}"
panasonic,tz40,point & shoot,18.1,20.0,4.0,3.0,319.69,"{'www.ebay.com//23910', 'www.ebay.com//58916', 'www.shopmania.in//1295', 'www.ebay.com//56410', 'www.ebay.com//56832', 'www.ebay.com//25186', 'www.mypriceindia.com//728', 'www.ebay.com//24750', 'www.ebay.com//54184', 'www.shopbot.com.au//325'}"
panasonic,dmc-tz55,,16.0,20.0,,,,"{'www.wexphotographic.com//595', 'www.ilgs.net//122', 'www.priceme.co.nz//2152', 'www.wexphotographic.com//608', 'www.ukdigitalcameras.co.uk//215', 'www.ukdigitalcameras.co.uk//248', 'www.ilgs.net//76', 'www.wexphotographic.com//615', 'www.ilgs.net//133', 'www.ukdigitalcameras.co.uk//259'}"
panasonic,tz5,point & shoot,9.1,10.0,,3.0,241.49,"{'www.ebay.com//44619', 'www.ebay.com//58071', 'www.gosale.com//548', 'www.ebay.com//59487', 'www.ebay.com//55737'}"
panasonic,dmc-tz6,,,,4.0,2.7,,{'www.shopmania.in//1116'}
panasonic,tz60,point & shoot,18.1,30.0,,3.0,,"{'www.eglobalcentral.co.uk//458', 'www.ebay.com//43201', 'www.ukdigitalcameras.co.uk//231', 'www.ebay.com//46119', 'www.ebay.com//60576', 'www.priceme.co.nz//1763', 'www.ebay.com//59250', 'www.cambuy.com.au//9', 'www.shopbot.com.au//423', 'www.ebay.com//47371', 'www.eglobalcentral.co.uk//633', 'www.wexphotographic.com//533', 'www.ebay.com//45673', 'www.ebay.com//48239'}"
panasonic,dmc-xs1,compact,16.1,5.0,4.0,2.7,84.78,"{'www.ebay.com//47795', 'www.buzzillions.com//2150', 'www.pcconnection.com//12387', 'www.shopbot.com.au//242', 'buy.net//5720', 'www.priceme.co.nz//2254', 'www.mypriceindia.com//61', 'www.shopmania.in//635', 'www.garricks.com.au//137', 'www.henrys.com//12', 'buy.net//5455', 'www.pcconnection.com//12377'}"
panasonic,zr1,point & shoot,12.1,8.0,4.0,2.7,68.8,"{'www.ebay.com//47352', 'www.ebay.com//24676', 'www.buzzillions.com//2677', 'www.shopmania.in//688'}"
panasonic,dmc-zr3,digital camera,14.1,8.0,4.0,2.7,193.17,"{'www.price-hunt.com//9588', 'www.gosale.com//510', 'www.shopmania.in//706', 'www.ebay.com//42689'}"
panasonic,zs10,point & shoot,14.1,16.0,4.0,3.0,258.4,"{'www.gosale.com//415', 'www.gosale.com//1081', 'www.ebay.com//45671', 'www.ebay.com//58585', 'www.buzzillions.com//1049', 'www.ebay.com//48136'}"
panasonic,dmc-zs15,3d,12.1,16.0,,,306.16,"{'www.gosale.com//1333', 'www.buzzillions.com//2104', 'www.gosale.com//1267', 'www.gosale.com//964', 'www.gosale.com//1473', 'www.gosale.com//1068', 'www.gosale.com//1071', 'www.gosale.com//1300', 'www.ebay.com//43792', 'www.gosale.com//1266'}"
panasonic,dmc-zs19,point & shoot,14.1,20.0,,3.0,193.19,"{'www.ebay.com//58914', 'www.gosale.com//896', 'www.buzzillions.com//1873', 'www.ebay.com//56978'}"
panasonic,dmc-zs20,point & shoot,14.1,20.0,,3.0,355.1,"{'www.gosale.com//824', 'www.gosale.com//1452', 'www.ebay.com//57171', 'www.ebay.com//47378', 'www.gosale.com//1423', 'www.buzzillions.com//851', 'www.ebay.com//59848'}"
panasonic,zs25,point & shoot,16.1,20.0,4.0,3.0,206.99,"{'www.ebay.com//60322', 'www.gosale.com//914', 'www.ebay.com//45760', 'www.ebay.com//52845', 'www.ebay.com//58692', 'www.ebay.com//47293', 'www.gosale.com//509', 'www.buzzillions.com//2160', 'www.ebay.com//43407', 'www.ebay.com//57235', 'buy.net//6387', 'www.ebay.com//55664', 'www.ebay.com//60917', 'www.henrys.com//28', 'www.ebay.com//46600', 'www.ebay.com//24150', 'www.gosale.com//1297'}"
panasonic,dmc-zs25s,,16.0,20.0,,,,{'www.buzzillions.com//978'}
panasonic,zs3,point & shoot,10.1,12.0,4.0,3.0,303.57,"{'www.ebay.com//23914', 'www.gosale.com//545', 'www.buzzillions.com//989', 'www.ebay.com//58629', 'www.ebay.com//56963', 'www.ebay.com//24578', 'www.ebay.com//53492', 'www.ebay.com//58390', 'www.ebay.com//24840', 'www.ebay.com//58799', 'www.ebay.com//56799', 'www.ebay.com//52659', 'www.ebay.com//24482', 'www.ebay.com//45915', 'www.ebay.com//24507', 'www.buzzillions.com//579'}"
panasonic,dmc-zs30,point & shoot,18.0,20.0,,3.0,275.99,"{'www.buzzillions.com//2524', 'www.buzzillions.com//2764', 'www.ebay.com//48459', 'www.gosale.com//432', 'www.ebay.com//24865', 'www.priceme.co.nz//1690', 'www.gosale.com//610'}"
panasonic,zs35,point & shoot,16.0,20.0,4.0,3.0,206.99,"{'www.ebay.com//43722', 'www.gosale.com//554', 'www.ebay.com//59077', 'buy.net//6647', 'www.ebay.com//58902', 'www.ebay.com//44032', 'www.ebay.com//53918'}"
panasonic,dmc-zs40,point & shoot digital camera,18.1,30.0,4.0,3.0,310.49,"{'www.shopbot.com.au//321', 'www.gosale.com//421', 'buy.net//6064', 'buy.net//5645', 'buy.net//5475', 'www.ebay.com//43581', 'www.henrys.com//44'}"
panasonic,zs5,point & shoot,12.1,12.0,,2.7,206.97,"{'www.ebay.com//54267', 'www.ebay.com//58639', 'www.ebay.com//54093', 'www.gosale.com//584', 'www.ebay.com//42015', 'www.ebay.com//56306', 'www.ebay.com//42908'}"
panasonic,zs7,point & shoot,12.1,12.0,,3.0,275.97,"{'www.ebay.com//43753', 'www.gosale.com//605', 'www.ebay.com//60453', 'www.ebay.com//45330', 'www.ebay.com//47663', 'www.ebay.com//55069', 'www.ebay.com//59237', 'www.ebay.com//48549', 'www.gosale.com//446', 'www.ebay.com//43668', 'www.gosale.com//411'}"
panasonic,zs8,point & shoot,14.1,16.0,4.0,3.0,104.1,"{'www.ebay.com//45185', 'www.buzzillions.com//907', 'www.gosale.com//949', 'www.ebay.com//57294', 'www.buzzillions.com//1019', 'www.alibaba.com//23375', 'www.ebay.com//53877', 'www.ebay.com//52838', 'www.ebay.com//46478', 'www.ebay.com//58137'}"
panasonic,zs9,point & shoot,14.1,16.0,,3.0,,"{'www.gosale.com//1320', 'www.ebay.com//54744', 'www.ebay.com//48496'}"
panasonic,dmc-zx1ef-k,,12.1,4.0,4.0,,,"{'www.buzzillions.com//900', 'www.buzzillions.com//948', 'www.buzzillions.com//976'}"
panasonic,dmcfx48k,,12.1,5.0,4.0,,,{'www.buzzillions.com//924'}
panasonic,sz02,point & shoot,16.1,10.0,,,,"{'www.ebay.com//59247', 'www.ebay.com//56628', 'www.ebay.com//57213'}"
panasonic,dmctz50s,,9.1,10.0,4.0,,,{'www.buzzillions.com//1905'}
panasonic,dmczs40s,super zoom,18.0,30.0,4.0,3.0,,{'www.henrys.com//69'}
panasonic,e300,,,,,,,{'www.ebay.com//59605'}
panasonic,f2,"mirrorless, slr",,,,,,{'www.ebay.com//57260'}
panasonic,fh24,point & shoot,16.1,8.0,,2.7,,{'www.ebay.com//45016'}
panasonic,fh6,point & shoot,14.1,5.0,,3.0,,"{'www.buzzillions.com//2848', 'www.ebay.com//24732', 'www.ebay.com//56251'}"
panasonic,fp2,,14.0,,,,,{'www.ebay.com//47815'}
panasonic,fs 25,point & shoot,12.1,5.0,4.0,3.0,,"{'www.buzzillions.com//986', 'www.ebay.com//46143'}"
panasonic,fs20,compact,10.0,,,,,{'www.ebay.com//43853'}
panasonic,fs8,point & shoot,10.1,4.0,,2.7,,{'www.ebay.com//56478'}
panasonic,fx01,,6.0,,,,,{'www.ebay.com//59017'}
panasonic,fx10,point & shoot,6.0,3.0,,2.5,,{'www.ebay.com//23899'}
panasonic,fx100k,,12.2,,,,275.97,{'www.gosale.com//587'}
panasonic,fx30,,,,,,,{'www.ebay.com//57396'}
panasonic,fx33,point & shoot,8.1,3.6,,2.5,,"{'www.ebay.com//55407', 'www.ebay.com//47687'}"
panasonic,fx68,,,5.0,4.0,,,{'www.price-hunt.com//820'}
panasonic,fx700,point & shoot,14.1,5.0,4.0,3.0,,{'www.ebay.com//58835'}
panasonic,fx90k,point & shoot,12.1,5.0,,3.0,,{'www.ebay.com//24729'}
panasonic,fz1,point & shoot,2.0,12.0,,1.5,,{'www.ebay.com//23957'}
panasonic,fz10,point & shoot,4.0,12.0,,2.0,,"{'www.ebay.com//45442', 'www.ebay.com//47689', 'www.ebay.com//59661', 'www.ebay.com//58836', 'www.ebay.com//55018', 'www.ebay.com//59653'}"
panasonic,fz20,point & shoot,5.0,12.0,4.0,2.0,,"{'www.ebay.com//24213', 'www.ebay.com//24245', 'www.ebay.com//57120', 'www.ebay.com//59629', 'www.ebay.com//24283', 'www.ebay.com//60754'}"
panasonic,fz3,point & shoot,3.0,12.0,,1.5,,{'www.ebay.com//47764'}
panasonic,fz5,point & shoot,5.0,12.0,,1.8,,"{'www.ebay.com//43775', 'www.ebay.com//43481', 'www.ebay.com//53920'}"
panasonic,gf5x,mirrorless interchangeable lens,12.1,5.0,,3.0,,"{'www.ebay.com//54724', 'www.ebay.com//48541', 'www.ebay.com//47585'}"
panasonic,h-es045,,,,,,,{'www.eglobalcentral.co.uk//536'}
panasonic,h-f007014,,,,,,,{'www.eglobalcentral.co.uk//503'}
panasonic,h-f008,,,,,,,{'www.eglobalcentral.co.uk//683'}
panasonic,h-fs100300,,,,,,,{'www.eglobalcentral.co.uk//253'}
panasonic,h-hs12035,,,,,,,{'www.eglobalcentral.co.uk//708'}
panasonic,h-vs014140,,,,,,,{'www.eglobalcentral.co.uk//571'}
panasonic,h-x025e,,,,,,,{'www.eglobalcentral.co.uk//286'}
panasonic,h101,,,70.0,,,,{'www.price-hunt.com//9681'}
panasonic,hc mdh2,,,21.0,,,,"{'www.eglobalcentral.co.uk//419', 'www.price-hunt.com//808'}"
panasonic,hc v10,,,63.0,,,,{'www.price-hunt.com//9709'}
panasonic,hc v100,,,34.0,,,,{'www.price-hunt.com//945'}
panasonic,hc v110,,,38.0,,,,{'www.price-hunt.com//912'}
panasonic,hc v130,,,38.0,,,,"{'www.price-hunt.com//9629', 'www.mypriceindia.com//50'}"
panasonic,hc v210,,,38.0,,,,{'www.price-hunt.com//795'}
panasonic,hc v230,,,50.0,,,,{'www.price-hunt.com//9890'}
panasonic,hc v250,,,50.0,,,,"{'www.price-hunt.com//862', 'www.mypriceindia.com//691'}"
panasonic,hc v520,,,50.0,,,,{'www.mypriceindia.com//755'}
panasonic,hc v550,,,50.0,,,,{'www.price-hunt.com//9808'}
panasonic,hc v750,,,20.0,,3.0,,"{'www.price-hunt.com//9569', 'www.mypriceindia.com//60', 'www.pricedekho.com//1169'}"
panasonic,hc w850,,,20.0,,,,{'www.price-hunt.com//9561'}
panasonic,hc x920,,,12.0,,,,{'www.mypriceindia.com//198'}
panasonic,hc x920mgc,,,12.0,,,,{'www.price-hunt.com//728'}
panasonic,hc-x920m,,,,,,,{'www.eglobalcentral.co.uk//722'}
panasonic,hdc-mdh1,,,,,,,{'www.eglobalcentral.co.uk//76'}
panasonic,hs60,,,25.0,,,,{'www.price-hunt.com//9615'}
panasonic,hx dc2,,14.0,5.0,,,,"{'www.price-hunt.com//9814', 'www.ebay.com//47170'}"
panasonic,hx dc3,,,5.0,120.0,,,"{'www.mypriceindia.com//772', 'www.price-hunt.com//731'}"
panasonic,hxa500h,pocketable,,,,1.5,,{'www.henrys.com//70'}
panasonic,lc1,point & shoot,5.0,3.2,,2.5,,"{'www.ebay.com//24675', 'www.ebay.com//57780', 'www.ebay.com//53762'}"
panasonic,lc20,point & shoot,2.0,3.0,2.0,1.5,,"{'www.ebay.com//58101', 'www.ebay.com//60652'}"
panasonic,lc33,point & shoot,3.2,3.0,,1.5,,{'www.ebay.com//24888'}
panasonic,lc70,point & shoot,4.0,3.0,,1.5,,{'www.ebay.com//25166'}
panasonic,ls2,point & shoot,5.0,3.0,,2.0,,{'www.ebay.com//48263'}
panasonic,ls70,point & shoot,7.2,3.0,,2.0,,{'www.ebay.com//45668'}
