name,style,ounces,abv,ibu,brewery,city,state
Schlafly Yakima Wheat Ale,American Pale Wheat Ale,12.0,5.0,45.0,Schlafly Brewing Company,Saint Louis,MO
Schlafly Black Lager,Schwarzbier,12.0,5.0,,Schlafly Brewing Company,Saint Louis,MO
Schlafly IPA,American IPA,12.0,4.5,30.0,Schlafly Brewing Company,Saint Louis,MO
Schlafly American Brown Ale,American Brown Ale,12.0,5.0,30.0,Schlafly Brewing Company,Saint Louis,MO
Schlafly Hefeweizen,Hefeweizen,12.0,4.1,16.0,Schlafly Brewing Company,Saint Louis,MO
Schlafly Summer Lager,Munich Helles Lager,12.0,4.5,17.0,Schlafly Brewing Company,Saint Louis,MO
Sea Dog Wild Blueberry Wheat Ale,Fruit / Vegetable Beer,12.0,4.7,,Sea Dog Brewing Company,Portland,ME
Blur India Pale Ale,American IPA,12.0,7.4,60.0,Seabright Brewery,Santa Cruz,CA
Dry Cider,Cider,16.0,6.5,,Seattle Cider Company,Seattle,WA
Dry Hard Cider,Cider,16.0,6.5,,Seattle Cider Company,Seattle,WA
Frankenlou's IPA,American IPA,16.0,7.0,105.0,Seven Brides Brewery,Silverton,OR
Becky's Black Cat Porter,American Porter,16.0,7.0,55.0,Seven Brides Brewery,Silverton,OR
Seventh Son of a Seventh Son,American Strong Ale,16.0,7.7,40.0,Seventh Son Brewing Company,Columbus,OH
Stone Fort Brown Ale,English Brown Ale,16.0,5.3,20.0,Seventh Son Brewing Company,Columbus,OH
Seventh Son Hopped Red Ale,American Amber / Red Ale,16.0,7.7,40.0,Seventh Son Brewing Company,Columbus,OH
Humulus Nimbus Super Pale Ale,American Pale Ale (APA),16.0,6.0,53.0,Seventh Son Brewing Company,Columbus,OH
Golden Ratio IPA,American IPA,16.0,7.0,68.0,Seventh Son Brewing Company,Columbus,OH
Black Hop IPA,American Black Ale,12.0,6.8,,Shebeen Brewing Company,Wolcott,CT
Archer's Ale,English Pale Ale,12.0,5.0,,Sherwood Forest Brewers,Marlborough,MA
Monkey Fist IPA,American IPA,12.0,6.9,65.0,Shipyard Brewing Company,Portland,ME
Shipyard Summer Ale,American Pale Wheat Ale,12.0,5.1,,Shipyard Brewing Company,Portland,ME
Pumpkinhead Ale,Pumpkin Ale,12.0,4.7,,Shipyard Brewing Company,Portland,ME
Shipyard Export,American Blonde Ale,12.0,5.1,,Shipyard Brewing Company,Portland,ME
Nooner,German Pilsener,12.0,5.2,,Sierra Nevada Brewing Company,Chico,CA
Torpedo,American IPA,12.0,7.2,65.0,Sierra Nevada Brewing Company,Chico,CA
Yonder Bock,Maibock / Helles Bock,12.0,6.0,,Sierra Nevada Brewing Company,Chico,CA
CANfusion Rye Bock,Rye Beer,12.0,6.0,,Sierra Nevada Brewing Company,Chico,CA
Sierra Nevada Pale Ale,American Pale Ale (APA),16.0,5.6,37.0,Sierra Nevada Brewing Company,Chico,CA
Old Chico Crystal Wheat,American Pale Wheat Ale,12.0,4.8,26.0,Sierra Nevada Brewing Company,Chico,CA
Summerfest,Czech Pilsener,12.0,5.0,28.0,Sierra Nevada Brewing Company,Chico,CA
Sietsema Red Label,Cider,16.0,6.9,,Sietsema Orchards and Cider Mill,Ada,MI
Bear Ass Brown,American Brown Ale,12.0,4.2,,Silverton Brewery,Silverton,CO
Red Mountain Ale,American Amber / Red Ale,12.0,6.0,,Silverton Brewery,Silverton,CO
Ice Pick Ale,American IPA,12.0,6.8,,Silverton Brewery,Silverton,CO
4Beans,Baltic Porter,12.0,10.0,52.0,Sixpoint Craft Ales,Brooklyn,NY
Jammer,Gose,12.0,4.2,16.0,Sixpoint Craft Ales,Brooklyn,NY
Abigale,Belgian Pale Ale,12.0,8.0,,Sixpoint Craft Ales,Brooklyn,NY
Rad,Fruit / Vegetable Beer,16.0,3.2,7.0,Sixpoint Craft Ales,Brooklyn,NY
Bengali,American IPA,24.0,6.5,62.0,Sixpoint Craft Ales,Brooklyn,NY
Sensi Harvest,American Pale Ale (APA),12.0,4.7,50.0,Sixpoint Craft Ales,Brooklyn,NY
Hi-Res,American Double / Imperial IPA,12.0,9.9,111.0,Sixpoint Craft Ales,Brooklyn,NY
Global Warmer,American Strong Ale,12.0,7.0,70.0,Sixpoint Craft Ales,Brooklyn,NY
Autumnation,American IPA,16.0,6.7,74.0,Sixpoint Craft Ales,Brooklyn,NY
The Crisp,German Pilsener,16.0,5.4,42.0,Sixpoint Craft Ales,Brooklyn,NY
Sweet Action,Cream Ale,16.0,5.2,34.0,Sixpoint Craft Ales,Brooklyn,NY
Righteous Ale,Rye Beer,16.0,6.3,57.0,Sixpoint Craft Ales,Brooklyn,NY
Bengali Tiger,American IPA,16.0,6.4,62.0,Sixpoint Craft Ales,Brooklyn,NY
3Beans,Baltic Porter,12.0,9.9,85.0,Sixpoint Craft Ales,Brooklyn,NY
Brownstone,American Brown Ale,16.0,5.9,47.0,Sixpoint Craft Ales,Brooklyn,NY
Apollo,American Pale Wheat Ale,16.0,5.2,11.0,Sixpoint Craft Ales,Brooklyn,NY
Harbinger,Saison / Farmhouse Ale,16.0,4.9,35.0,Sixpoint Craft Ales,Brooklyn,NY
Resin,American Double / Imperial IPA,12.0,9.1,103.0,Sixpoint Craft Ales,Brooklyn,NY
Diesel,American Stout,16.0,6.3,69.0,Sixpoint Craft Ales,Brooklyn,NY
Rudie Session IPA,American IPA,12.0,4.5,,Ska Brewing Company,Durango,CO
Taster's Choice,Doppelbock,12.0,7.4,,Ska Brewing Company,Durango,CO
Modus Hoperandi,American IPA,12.0,6.8,65.0,Ska Brewing Company,Durango,CO
Estival Cream Stout,American Stout,12.0,5.8,15.0,Ska Brewing Company,Durango,CO
Vernal Minthe Stout,American Stout,12.0,5.8,,Ska Brewing Company,Durango,CO
Hibernal Vinifera Stout,Foreign / Export Stout,12.0,8.0,,Ska Brewing Company,Durango,CO
Autumnal Molé Stout,American Stout,12.0,,,Ska Brewing Company,Durango,CO
Mexican Logger,American Pale Lager,12.0,4.2,18.0,Ska Brewing Company,Durango,CO
True Blonde Ale,American Blonde Ale,12.0,5.3,,Ska Brewing Company,Durango,CO
Euphoria Pale Ale,American Pale Ale (APA),12.0,6.1,,Ska Brewing Company,Durango,CO
ESB Special Ale,Extra Special / Strong Bitter (ESB),12.0,5.7,58.0,Ska Brewing Company,Durango,CO
Iron Butt Red Ale,American Amber / Red Ale,12.0,5.8,39.0,Slanted Rock Brewing Company,Meridian,ID
Initial Point India Pale Ale,American IPA,12.0,7.1,92.0,Slanted Rock Brewing Company,Meridian,ID
Monkey Dancing On A Razor Blade,Belgian IPA,24.0,8.5,,SlapShot Brewing Company,Chicago,IL
Tripel Deke,Tripel,24.0,8.2,,SlapShot Brewing Company,Chicago,IL
Urban Wilderness Pale Ale,English Pale Ale,12.0,4.9,,Sleeping Lady Brewing Company,Anchorage,AK
Homefront IPA,American IPA,12.0,6.0,70.0,Sly Fox Brewing Company,Phoenixville,PA
Sly Fox Christmas Ale 2013,Winter Warmer,12.0,5.5,16.0,Sly Fox Brewing Company,Pottstown,PA
Grisette,Grisette,12.0,5.6,25.0,Sly Fox Brewing Company,Pottstown,PA
360° India Pale Ale,American IPA,12.0,6.2,,Sly Fox Brewing Company,Pottstown,PA
Helles Golden Lager,Munich Helles Lager,12.0,4.9,18.0,Sly Fox Brewing Company,Pottstown,PA
Sly Fox Christmas Ale 2012,Winter Warmer,12.0,5.5,16.0,Sly Fox Brewing Company,Pottstown,PA
Odyssey Imperial IPA,American Double / Imperial IPA,12.0,8.4,90.0,Sly Fox Brewing Company,Pottstown,PA
Oktoberfest Lager,Märzen / Oktoberfest,12.0,5.8,25.0,Sly Fox Brewing Company,Pottstown,PA
113 IPA,American IPA,12.0,7.0,113.0,Sly Fox Brewing Company,Pottstown,PA
Dunkel Lager,Munich Dunkel Lager,12.0,5.3,21.0,Sly Fox Brewing Company,Pottstown,PA
Royal Weisse Ale,Hefeweizen,12.0,5.6,11.0,Sly Fox Brewing Company,Pottstown,PA
Pikeland Pils,German Pilsener,12.0,4.9,44.0,Sly Fox Brewing Company,Pottstown,PA
Phoenix Pale Ale,American Pale Ale (APA),12.0,5.1,40.0,Sly Fox Brewing Company,Pottstown,PA
Rule G IPA,American IPA,12.0,7.0,88.0,Smartmouth Brewing Company,Norfolk,VA
Murphy's Law,American Amber / Red Ale,12.0,5.8,35.0,Smartmouth Brewing Company,Norfolk,VA
Monarch Pilsner,American Pilsner,12.0,5.0,,Snake River Brewing Company,Jackson,WY
Snow King Pale Ale,American Pale Ale (APA),12.0,6.0,55.0,Snake River Brewing Company,Jackson,WY
Zonker Stout,Foreign / Export Stout,12.0,5.4,36.0,Snake River Brewing Company,Jackson,WY
OB-1 Organic Ale,English Brown Ale,12.0,5.0,22.0,Snake River Brewing Company,Jackson,WY
Snake River Lager,Vienna Lager,12.0,5.0,18.0,Snake River Brewing Company,Jackson,WY
Snake River Pale Ale,American Pale Ale (APA),12.0,5.2,32.0,Snake River Brewing Company,Jackson,WY
Pako’s EyePA,American IPA,12.0,6.8,60.0,Snake River Brewing Company,Jackson,WY
Thanksgiving Ale,Kölsch,12.0,5.0,,Sockeye Brewing Company,Boise,ID
Double Dagger Imperial IPA,American Double / Imperial IPA,12.0,9.2,,Sockeye Brewing Company,Boise,ID
Dagger Falls IPA,American IPA,12.0,6.3,100.0,Sockeye Brewing Company,Boise,ID
Socktoberfest,Märzen / Oktoberfest,16.0,6.0,,Sockeye Brewing Company,Boise,ID
Hopnoxious Imperial IPA,American Double / Imperial IPA,12.0,7.9,,Sockeye Brewing Company,Boise,ID
Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,12.0,9.9,,Sockeye Brewing Company,Boise,ID
Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,16.0,5.5,,Sockeye Brewing Company,Boise,ID
Sockeye Belgian Style Summer Ale,Witbier,16.0,5.0,,Sockeye Brewing Company,Boise,ID
Sockeye Maibock,Maibock / Helles Bock,12.0,6.4,,Sockeye Brewing Company,Boise,ID
Old Devil's Tooth,American Barleywine,12.0,9.9,100.0,Sockeye Brewing Company,Boise,ID
Galena Golden,American Blonde Ale,12.0,4.3,,Sockeye Brewing Company,Boise,ID
Hell-Diver Pale Ale,American Pale Ale (APA),12.0,5.2,32.0,Sockeye Brewing Company,Boise,ID
Woolybugger Wheat,American Pale Wheat Ale,12.0,4.6,12.0,Sockeye Brewing Company,Boise,ID
Power House Porter,American Porter,12.0,5.7,,Sockeye Brewing Company,Boise,ID
Winterfest,American Strong Ale,16.0,8.4,90.0,Sockeye Brewing Company,Boise,ID
LuckenBock,Bock,16.0,7.0,18.0,South Austin Brewery,South Austin,TX
Texas Pale Ale,American IPA,16.0,5.5,40.0,South Austin Brewery,South Austin,TX
6 String Saison,Saison / Farmhouse Ale,16.0,8.0,,South Austin Brewery,South Austin,TX
Kol' Beer,Kölsch,16.0,5.0,22.0,South Austin Brewery,South Austin,TX
Montauk Light,Light Lager,12.0,3.5,,Southampton Publick House,Southampton,NY
Na Zdraví Pilsner,Czech Pilsener,16.0,4.8,32.0,Southern Oregon Brewing Company,Medford,OR
Nice Rack IPA,American IPA,16.0,5.5,65.0,Southern Oregon Brewing Company,Medford,OR
2014 IPA Cicada Series,American IPA,16.0,7.5,72.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
Sinister Minister Black IPA,American IPA,16.0,7.7,65.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
Jack the Sipper,Extra Special / Strong Bitter (ESB),12.0,5.3,45.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
Devil's Harvest Extra Pale Ale,American Pale Ale (APA),12.0,5.8,60.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
Suzy B Dirty Blonde Ale,American Blonde Ale,12.0,5.0,20.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
Mississippi Fire Ant,American Amber / Red Ale,16.0,8.0,80.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
Hipster Breakfast,Oatmeal Stout,16.0,5.8,40.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
Pine Belt Pale Ale,American Pale Ale (APA),12.0,6.5,45.0,Southern Star Brewing Company,Conroe,TX
Walloon,Saison / Farmhouse Ale,12.0,5.5,,Southern Star Brewing Company,Conroe,TX
Le Mort Vivant,Bière de Garde,12.0,6.9,23.0,Southern Star Brewing Company,Conroe,TX
Red Cockaded Ale,American Double / Imperial IPA,12.0,8.5,110.0,Southern Star Brewing Company,Conroe,TX
Valkyrie Double IPA,American Double / Imperial IPA,12.0,9.2,100.0,Southern Star Brewing Company,Conroe,TX
Old Potentate,Old Ale,12.0,7.2,40.0,Southern Star Brewing Company,Conroe,TX
Bombshell Blonde,American Blonde Ale,16.0,5.0,20.0,Southern Star Brewing Company,Conroe,TX
PRO-AM,American Double / Imperial IPA,12.0,9.9,100.0,Southern Star Brewing Company,Conroe,TX
Buried Hatchet Stout,Foreign / Export Stout,12.0,8.3,50.0,Southern Star Brewing Company,Conroe,TX
Baby Daddy Session IPA,American IPA,12.0,4.7,35.0,Speakasy Ales & Lagers,San Francisco,CA
Hopluia,English India Pale Ale (IPA),16.0,,,Spilker Ales,Cortland,NE
Ball & Chain,American Pale Ale (APA),16.0,5.8,,Spiteful Brewing Company,Chicago,IL
Bitter Biker Double IPA,American Double / Imperial IPA,16.0,9.6,,Spiteful Brewing Company,Chicago,IL
God Damn Pigeon Porter,American Porter,16.0,8.2,,Spiteful Brewing Company,Chicago,IL
Working for the Weekend,American Double / Imperial IPA,16.0,7.9,,Spiteful Brewing Company,Chicago,IL
Angry Adam,American Amber / Red Ale,16.0,6.0,,Spiteful Brewing Company,Chicago,IL
Freedom Fries,American Stout,16.0,5.5,,Spiteful Brewing Company,Chicago,IL
Ghost Bike Pale Ale,American Pale Ale (APA),16.0,7.3,,Spiteful Brewing Company,Chicago,IL
Spiteful IPA,American IPA,12.0,6.2,,Spiteful Brewing Company,Chicago,IL
Alley Time,American Pale Ale (APA),12.0,6.0,,Spiteful Brewing Company,Chicago,IL
Fat Badger,Irish Red Ale,12.0,5.8,,Spiteful Brewing Company,Chicago,IL
In the Weeds,American Pale Wheat Ale,12.0,5.5,,Spiteful Brewing Company,Chicago,IL
Special Amber,Vienna Lager,12.0,5.0,22.0,Sprecher Brewing Company,Glendale,WI
Seven Gates Pale Ale,American Pale Ale (APA),12.0,5.6,,Spring House Brewing Company,Conestoga,PA
Gunga Din,Cider,16.0,5.2,,St. Julian Winery,Paw Paw,MI
Starr Pils,German Pilsener,12.0,4.2,20.0,Starr Hill Brewery,Crozet,VA
Northern Lights India Pale Ale,American IPA,16.0,6.5,52.0,Starr Hill Brewery,Crozet,VA
Festie,Märzen / Oktoberfest,12.0,4.8,12.0,Starr Hill Brewery,Crozet,VA
Third Eye Enlightened Pale Ale,American Pale Ale (APA),12.0,6.5,65.0,Steamworks Brewing Company,Durango,CO
Colorado Kölsch,Kölsch,12.0,4.9,17.0,Steamworks Brewing Company,Durango,CO
Steam Engine Lager,American Amber / Red Lager,12.0,5.7,25.0,Steamworks Brewing Company,Durango,CO
Third Eye Pale Ale,American IPA,12.0,6.5,65.0,Steamworks Brewing Company,Durango,CO
Point Special,American Adjunct Lager,12.0,4.7,9.0,Stevens Point Brewery,Stevens Point,WI
Point Cascade Pale Ale,American Pale Ale (APA),12.0,5.4,33.0,Stevens Point Brewery,Stevens Point,WI
Onyx Black Ale,American Black Ale,12.0,5.2,9.0,Stevens Point Brewery,Stevens Point,WI
Beyond The Pale IPA,American IPA,12.0,6.3,64.0,Stevens Point Brewery,Stevens Point,WI
Point Special Lager,American Adjunct Lager,16.0,4.7,9.0,Stevens Point Brewery,Stevens Point,WI
St. Benedict's Winter Ale,Winter Warmer,12.0,6.2,,Stevens Point Brewery,Stevens Point,WI
Point Oktoberfest,Märzen / Oktoberfest,16.0,5.7,15.0,Stevens Point Brewery,Stevens Point,WI
Point Nude Beach Summer Wheat,American Pale Wheat Ale,16.0,5.2,7.0,Stevens Point Brewery,Stevens Point,WI
Drop Dead Blonde,American Blonde Ale,12.0,3.5,,Stevens Point Brewery,Stevens Point,WI
Three Kings Ale,Kölsch,12.0,4.9,13.0,Stevens Point Brewery,Stevens Point,WI
2012 Black Ale,American Brown Ale,12.0,5.4,32.0,Stevens Point Brewery,Stevens Point,WI
Point Amber Classic,American Amber / Red Lager,12.0,4.7,14.0,Stevens Point Brewery,Stevens Point,WI
Wisco Disco,American Amber / Red Ale,16.0,5.1,31.0,Stillmank Beer Company,Green Bay,WI
Brontide,American Black Ale,12.0,5.0,,Stillwater Artisanal Ales,Baltimore,MD
Classique,Saison / Farmhouse Ale,12.0,4.5,,Stillwater Artisanal Ales,Baltimore,MD
Sunsplash Golden Ale,American Blonde Ale,12.0,4.5,,Stone Coast Brewing Company,Portland,ME
Sand Island Lighthouse,Kölsch,12.0,5.1,25.0,Straight to Ale,Huntsville,AL
Lily Flagg Milk Stout,Milk / Sweet Stout,12.0,5.0,30.0,Straight to Ale,Huntsville,AL
Monkeynaut IPA,American IPA,12.0,7.2,70.0,Straight to Ale,Huntsville,AL
Straub Beer,American Adjunct Lager,12.0,5.0,,Straub Brewery,St Mary's,PA
American Lager,American Adjunct Lager,12.0,4.1,8.0,Straub Brewery,St Mary's,PA
American Amber,American Amber / Red Lager,12.0,4.1,8.0,Straub Brewery,St Mary's,PA
American Light,Light Lager,12.0,3.2,13.0,Straub Brewery,St Mary's,PA
Extra Pale Ale,American Pale Ale (APA),12.0,5.3,49.0,Summit Brewing Company,St Paul,MN
Make It So,Extra Special / Strong Bitter (ESB),12.0,5.3,40.0,Summit Brewing Company,St. Paul,MN
Hopvale Organic Ale,American Pale Ale (APA),16.0,4.7,55.0,Summit Brewing Company,St. Paul,MN
Unchained #18 Hop Silo,American Double / Imperial IPA,16.0,8.3,100.0,Summit Brewing Company,St. Paul,MN
Tip Off,Altbier,16.0,5.2,29.0,Sun King Brewing Company,Indianapolis,IN
Java Mac,Scottish Ale,16.0,5.4,,Sun King Brewing Company,Indianapolis,IN
Cowbell,American Porter,16.0,5.4,23.0,Sun King Brewing Company,Indianapolis,IN
Hop Up Offa That Brett,Belgian Pale Ale,16.0,5.8,20.0,Sun King Brewing Company,Indianapolis,IN
PV Muckle,Scotch Ale / Wee Heavy,16.0,8.3,23.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,16.0,9.9,36.0,Sun King Brewing Company,Indianapolis,IN
Whip Fight,Scotch Ale / Wee Heavy,16.0,9.0,30.0,Sun King Brewing Company,Indianapolis,IN
Port Barrel Wee Mac,Scotch Ale / Wee Heavy,16.0,5.3,23.0,Sun King Brewing Company,Indianapolis,IN
Fistful Of Hops Red,American IPA,16.0,6.4,75.0,Sun King Brewing Company,Indianapolis,IN
Fistful of Hops Orange,American IPA,16.0,6.3,75.0,Sun King Brewing Company,Indianapolis,IN
Fistful Of Hops Blue,American IPA,16.0,6.4,75.0,Sun King Brewing Company,Indianapolis,IN
Fistful of Hops Green,American IPA,16.0,6.4,75.0,Sun King Brewing Company,Indianapolis,IN
30 Min Coma,Belgian IPA,16.0,,,Sun King Brewing Company,Indianapolis,IN
Wee Muckle,Scotch Ale / Wee Heavy,16.0,9.0,30.0,Sun King Brewing Company,Indianapolis,IN
Royal Brat,Extra Special / Strong Bitter (ESB),16.0,6.5,55.0,Sun King Brewing Company,Indianapolis,IN
Grapefruit Jungle,American IPA,16.0,7.5,77.0,Sun King Brewing Company,Indianapolis,IN
Osiris Pale Ale,American Pale Ale (APA),16.0,5.6,50.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Aged Timmie,Russian Imperial Stout,16.0,9.9,75.0,Sun King Brewing Company,Indianapolis,IN
Stupid Sexy Flanders,Flanders Oud Bruin,16.0,6.3,23.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Cowbell,American Porter,16.0,,,Sun King Brewing Company,Indianapolis,IN
Popcorn Pilsner,German Pilsener,16.0,5.4,,Sun King Brewing Company,Indianapolis,IN
Ring of Dingle,Irish Dry Stout,16.0,7.1,27.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Wee Mac,Scottish Ale,16.0,5.4,23.0,Sun King Brewing Company,Indianapolis,IN
Bourbon Barrel Johan,English Barleywine,16.0,9.9,60.0,Sun King Brewing Company,Indianapolis,IN
The Velvet Fog,Quadrupel (Quad),16.0,9.0,24.0,Sun King Brewing Company,Indianapolis,IN
Sun King Oktoberfest,Märzen / Oktoberfest,16.0,5.5,23.0,Sun King Brewing Company,Indianapolis,IN
Indianapolis Indians Lager,Dortmunder / Export Lager,16.0,5.2,24.0,Sun King Brewing Company,Indianapolis,IN
Indians Victory Lager,Dortmunder / Export Lager,16.0,5.2,24.0,Sun King Brewing Company,Indianapolis,IN
Isis,American Double / Imperial IPA,16.0,9.1,91.0,Sun King Brewing Company,Indianapolis,IN
Johan the Barleywine,English Barleywine,16.0,9.9,60.0,Sun King Brewing Company,Indianapolis,IN
Wee Mac Scottish-Style Ale,Scottish Ale,16.0,5.4,23.0,Sun King Brewing Company,Indianapolis,IN
Sunlight Cream Ale,Cream Ale,16.0,5.3,20.0,Sun King Brewing Company,Indianapolis,IN
Dam Lager,American Amber / Red Lager,12.0,4.5,,Sunken City Brewing Company,Hardy,VA
Red Clay IPA,American IPA,12.0,7.0,,Sunken City Brewing Company,Hardy,VA
Todd the Axe Man,American IPA,16.0,7.2,,Surly Brewing Company,Brooklyn Center,MN
Doomtree,Extra Special / Strong Bitter (ESB),16.0,5.7,,Surly Brewing Company,Brooklyn Center,MN
Overrated! West Coast Style IPA,American IPA,16.0,7.3,69.0,Surly Brewing Company,Brooklyn Center,MN
WET,American IPA,16.0,7.5,90.0,Surly Brewing Company,Brooklyn Center,MN
Bitter Brewer,English Bitter,16.0,4.0,37.0,Surly Brewing Company,Brooklyn Center,MN
SurlyFest,Rye Beer,16.0,5.5,34.0,Surly Brewing Company,Brooklyn Center,MN
Coffee Bender,American Brown Ale,16.0,5.1,45.0,Surly Brewing Company,Brooklyn Center,MN
Bender,American Brown Ale,16.0,5.1,45.0,Surly Brewing Company,Brooklyn Center,MN
Abrasive Ale,American Double / Imperial IPA,16.0,9.7,120.0,Surly Brewing Company,Brooklyn Center,MN
Hell,Keller Bier / Zwickel Bier,16.0,5.1,20.0,Surly Brewing Company,Brooklyn Center,MN
CynicAle,Saison / Farmhouse Ale,16.0,6.7,33.0,Surly Brewing Company,Brooklyn Center,MN
Furious,American IPA,16.0,6.2,99.0,Surly Brewing Company,Brooklyn Center,MN
Big Nose,American IPA,12.0,7.3,50.0,Swamp Head Brewery,Gainesville,FL
Cotton Mouth,Witbier,12.0,5.0,10.0,Swamp Head Brewery,Gainesville,FL
Stump Knocker Pale Ale,American Pale Ale (APA),12.0,5.6,35.0,Swamp Head Brewery,Gainesville,FL
Midnight Oil,Oatmeal Stout,12.0,5.0,38.0,Swamp Head Brewery,Gainesville,FL
Wild Night,Cream Ale,12.0,5.9,18.0,Swamp Head Brewery,Gainesville,FL
Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12.0,4.5,,Swashbuckler Brewing Company,Manheim,PA
Take Two Pils,German Pilsener,12.0,5.5,35.0,SweetWater Brewing Company,Atlanta,GA
Waterkeeper,Hefeweizen,12.0,5.7,,SweetWater Brewing Company,Atlanta,GA
SweetWater IPA,American IPA,12.0,6.4,,SweetWater Brewing Company,Atlanta,GA
420 Extra Pale Ale,American Pale Ale (APA),12.0,5.4,,SweetWater Brewing Company,Atlanta,GA
Dodgy Knight Imperial IPA,American Double / Imperial IPA,12.0,8.0,95.0,TailGate Beer,San Diego,CA
TailGate Saison,Saison / Farmhouse Ale,12.0,5.0,,TailGate Beer,San Diego,CA
TailGate IPA,American IPA,24.0,5.0,44.0,TailGate Beer,San Diego,CA
TailGate Hefeweizen,Hefeweizen,24.0,4.9,28.0,TailGate Beer,San Diego,CA
Blacktop Blonde,American Blonde Ale,24.0,5.0,19.0,TailGate Beer,San Diego,CA
Wooden Rooster,Tripel,16.9,8.5,34.0,Tallgrass Brewing Company,Manhattan,KS
Ginger Peach Saison,Saison / Farmhouse Ale,16.0,4.8,20.0,Tallgrass Brewing Company,Manhattan,KS
Zombie Monkie,American Porter,16.0,6.2,35.0,Tallgrass Brewing Company,Manhattan,KS
Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16.0,5.6,20.0,Tallgrass Brewing Company,Manhattan,KS
Vanilla Bean Buffalo Sweat,Oatmeal Stout,16.0,5.0,20.0,Tallgrass Brewing Company,Manhattan,KS
Ethos IPA,American IPA,16.0,6.8,110.0,Tallgrass Brewing Company,Manhattan,KS
Tallgrass Pub Ale,American Brown Ale,16.0,4.4,12.0,Tallgrass Brewing Company,Manhattan,KS
Oasis,Extra Special / Strong Bitter (ESB),16.0,7.2,93.0,Tallgrass Brewing Company,Manhattan,KS
Buffalo Sweat,Milk / Sweet Stout,16.0,5.0,20.0,Tallgrass Brewing Company,Manhattan,KS
Halcyon Unfiltered Wheat,American Pale Wheat Ale,16.0,5.0,20.0,Tallgrass Brewing Company,Manhattan,KS
8-Bit Pale Ale,American Pale Ale (APA),16.0,5.2,,Tallgrass Brewing Company,Manhattan,KS
Velvet Rooster,Tripel,16.0,8.5,,Tallgrass Brewing Company,Manhattan,KS
Köld Lager,German Pilsener,16.0,5.0,16.0,Tallgrass Brewing Company,Manhattan,KS
Tallgrass Ale,American Brown Ale,16.0,4.4,22.0,Tallgrass Brewing Company,Manhattan,KS
Tallgrass IPA,American IPA,16.0,6.3,60.0,Tallgrass Brewing Company,Manhattan,KS
Hat Trick Hop IPA,American IPA,16.0,6.8,,Tamarack Brewing Company,Lakeside,MT
Yard Sale Amber Ale,American Amber / Red Ale,16.0,5.6,,Tamarack Brewing Company,Lakeside,MT
Loafin Bräu,Altbier,16.0,5.5,,Tampa Bay Brewing Company,Tampa,FL
Old Elephant Foot IPA,American IPA,16.0,7.0,80.0,Tampa Bay Brewing Company,Tampa,FL
Peck's Porter,American Porter,16.0,6.5,35.0,Tapistry Brewing,Bridgman,MI
Reactor,American IPA,16.0,7.0,,Tapistry Brewing,Bridgman,MI
Mr. Orange,Witbier,16.0,5.7,,Tapistry Brewing,Bridgman,MI
Deduction,Dubbel,12.0,8.0,22.0,Taxman Brewing Company,Bargersville,IN
Face Down Brown Ale,American Brown Ale,12.0,5.7,,Telluride Brewing Company,Telluride,CO
Tempter IPA,American IPA,12.0,6.4,,Telluride Brewing Company,Telluride,CO
Bridal Veil Rye Pale Ale,American Pale Ale (APA),12.0,5.5,,Telluride Brewing Company,Telluride,CO
Smittytown,Extra Special / Strong Bitter (ESB),12.0,4.8,,Temperance Beer Company,Evanston,IL
Greenwood Beach,Fruit / Vegetable Beer,12.0,4.0,,Temperance Beer Company,Evanston,IL
Gatecrasher,English India Pale Ale (IPA),12.0,6.6,,Temperance Beer Company,Evanston,IL
RecreationAle,American Pale Ale (APA),12.0,4.7,42.0,Terrapin Brewing Company,Athens,GA
First Stand,Saison / Farmhouse Ale,12.0,5.5,35.0,Texian Brewing Co.,Richmond,TX
Battle LIne,American Brown Ale,12.0,6.3,23.0,Texian Brewing Co.,Richmond,TX
Broken Bridge,Dunkelweizen,12.0,5.6,12.0,Texian Brewing Co.,Richmond,TX
Brutus,English India Pale Ale (IPA),12.0,7.1,69.0,Texian Brewing Co.,Richmond,TX
Petit Mutant,American Wild Ale,16.0,6.0,,The Alchemist,Waterbury,VT
The Crusher,American Double / Imperial IPA,16.0,9.6,,The Alchemist,Waterbury,VT
Beelzebub,American Double / Imperial Stout,16.0,8.0,,The Alchemist,Waterbury,VT
