name,sex,age,height,weight,country,sport
James George Guy,M,20.0,187.0,83.0,UK,Swimming
Armandas Kelmelis,M,18.0,193.0,86.0,Lithuania,Rowing
Akira Ioane,M,21.0,194.0,113.0,New Zealand,Rugby Sevens
iva Dvorak,F,25.0,168.0,70.0,Slovenia,Shooting
Marlo Delgado Suarez,M,23.0,184.0,75.0,Ecuador,Boxing
Igor Karai,M,27.0,191.0,91.0,Croatia,Handball
ron Gdorfalvi,M,38.0,184.0,73.0,Hungary,Sailing
Fernando Borello,M,36.0,188.0,92.0,Argentina,Shooting
Rodrigo Dourado Cunha,M,22.0,186.0,79.0,Brazil,Football
Kim Chang-Ju,M,30.0,178.0,69.0,South Korea,Sailing
Yannick Lefbvre,M,27.0,181.0,79.0,Belgium,Sailing
Karen Milenka Torrez Guzman,F,24.0,165.0,58.0,Boliva,Swimming
Adam Ahmed R. Gemili,M,22.0,178.0,75.0,UK,Athletics
Dennis Ombachi,M,21.0,185.0,98.0,Kenya,Rugby Sevens
Minna Marianne Nikkanen,F,28.0,169.0,54.0,Finland,Athletics
Veronika Mykolavna Ivasiuk,F,20.0,170.0,59.0,Ukraine,Weightlifting
Lkhagvasrengiin Otgonbaatar,M,23.0,182.0,94.0,Mongolia,Judo
Ins Pereira Henriques,F,36.0,156.0,45.0,Portugal,Athletics
Ksenija Balta,F,29.0,169.0,51.0,Estonia,Athletics
Khaled Houcine,M,26.0,187.0,90.0,Tunisia,Canoeing
Adrin Juhsz,M,26.0,188.0,89.0,Hungary,Rowing
Sofiane Bendebka,M,23.0,170.0,65.0,Algeria,Football
Juan Leon de Jongh,M,28.0,175.0,87.0,South Africa,Rugby Sevens
Viktor Eduardovich Minibayev,M,25.0,173.0,63.0,Russia,Diving
Stacey Michelsen,F,25.0,173.0,66.0,New Zealand,Hockey
Yoshua Shing,M,23.0,173.0,65.0,Vanuatu,Table Tennis
Yalennis Castillo Ramrez,F,30.0,174.0,78.0,Cuba,Judo
Joo Paulo de Leiria e Silva,M,51.0,176.0,90.0,Angola,Shooting
Robert Skov,M,20.0,183.0,78.0,Denmark,Football
Sandra Viviana Galvis Gmez,F,30.0,160.0,46.0,Colombia,Athletics
Ross Arthur Millington,M,26.0,173.0,58.0,UK,Athletics
Ren Tebbel,M,47.0,182.0,84.0,Ukraine,Equestrianism
Grzegorz Hedwig,M,28.0,179.0,82.0,Poland,Canoeing
"Nyuk Lian ""Leanne"" Choo",F,25.0,167.0,58.0,Australia,Badminton
Dmytro Volodymyrovych Kosynskiy,M,27.0,198.0,105.0,Ukraine,Athletics
Artrs Plsnieks,M,24.0,180.0,107.0,Latvia,Weightlifting
Anastasiya Alekseyevna Tatareva,F,19.0,165.0,44.0,Russia,Rhythmic Gymnastics
Amor Ben Yahia,M,31.0,175.0,63.0,Tunisia,Athletics
Kendra Clarke,F,19.0,167.0,56.0,Canada,Athletics
David Graf,M,26.0,180.0,79.0,Switzerland,Cycling
Anna Jagaciak-Michalska,F,26.0,177.0,59.0,Poland,Athletics
"Matilde ""Mati"" Ortz Reyes",F,25.0,174.0,67.0,Spain,Water Polo
Akossiwa Claire Ayivon,F,19.0,,,Togo,Rowing
Christian Presciutti,M,33.0,184.0,87.0,Italy,Water Polo
Hiskel Tewelde,M,29.0,,,Eritrea,Athletics
Janieve Russell,F,22.0,175.0,64.0,Jamaica,Athletics
"Petrus Johannes ""Pieter-Jan"" Postma",M,34.0,189.0,99.0,Netherlands,Sailing
Billy Odhiambo,M,22.0,184.0,95.0,Kenya,Rugby Sevens
Jacob Jepsen Barse,M,27.0,188.0,73.0,Denmark,Rowing
Ludovic Fabregas,M,20.0,198.0,100.0,France,Handball
Pavel Gennadyevich Boreysha,M,25.0,193.0,120.0,Belarus,Athletics
Cao Yue,F,20.0,178.0,72.0,China,Swimming
Charlotta Emma Katarina Fougberg,F,31.0,165.0,51.0,Sweden,Athletics
Piotr Paziski,M,28.0,187.0,80.0,Poland,Taekwondo
Darko Planini,M,25.0,211.0,120.0,Croatia,Basketball
Hu Jianguan,M,23.0,168.0,52.0,China,Boxing
Zohar Hen Shikler,F,19.0,178.0,61.0,Israel,Swimming
Rose Mary Almanza Blanco,F,24.0,165.0,53.0,Cuba,Athletics
Jhonny Jos Prez Urea,M,18.0,173.0,50.0,Dominican Republic,Swimming
Marc Flynn Mundell,M,33.0,189.0,77.0,South Africa,Athletics
Arturo Jos Ramrez lvarez,M,25.0,170.0,65.0,Venezuela,Athletics
Pietro Willy Ruta,M,28.0,185.0,70.0,Italy,Rowing
Grace Latz,F,28.0,183.0,80.0,USA,Rowing
Stanley Amuzie,M,20.0,171.0,85.0,Nigeria,Football
Brittany O'Brien,F,18.0,168.0,55.0,Australia,Diving
Juliana Esteves dos Santos,F,32.0,177.0,73.0,Brazil,Rugby Sevens
Camelia Hotea (Balint-),F,31.0,175.0,64.0,Romania,Handball
Kazunari Watanabe,M,32.0,176.0,80.0,Japan,Cycling
Kevin Wayne Durant,M,27.0,206.0,105.0,USA,Basketball
Galle Verlaine Nayo-Ketchanke,F,28.0,174.0,75.0,France,Weightlifting
Klber da Silva Ramos,M,30.0,167.0,65.0,Brazil,Cycling
Khrystyna Petrivna Stuy,F,28.0,168.0,60.0,Ukraine,Athletics
Sebastin Martos Roa,M,27.0,178.0,63.0,Spain,Athletics
Kenza Tifahi Dahmani,F,35.0,164.0,54.0,Algeria,Athletics
David Hearn,M,37.0,185.0,,Canada,Golf
Toni Paul Wilhelm,M,33.0,182.0,76.0,Germany,Sailing
Krystian Zalewski,M,27.0,185.0,68.0,Poland,Athletics
Wiam Dislam,F,28.0,180.0,69.0,Morocco,Taekwondo
Dmitry Aleksandrovich Volkov,M,21.0,201.0,88.0,Russia,Volleyball
Savannah Rose Dee Marshall,F,25.0,181.0,75.0,UK,Boxing
Yelizaveta Korol (Lunina-),F,21.0,167.0,69.0,Kazakhstan,Shooting
Richard Egrey Vargas Carrillo,M,21.0,175.0,58.0,Venezuela,Athletics
Astou Barro Ndour Gueye,F,21.0,195.0,68.0,Spain,Basketball
Johan Magnus Eurn,M,31.0,192.0,120.0,Sweden,Wrestling
Pablo Fontes de Castro,M,20.0,175.0,83.0,Spain,Rugby Sevens
Gu Yasha,F,25.0,165.0,60.0,China,Football
Odunayo Folasade Adekuoroye,F,22.0,169.0,53.0,Nigeria,Wrestling
Luan Garcia Teixeira,M,23.0,183.0,79.0,Brazil,Football
Yuhan Nathanael Tan,M,29.0,182.0,74.0,Belgium,Badminton
Levern Donaline Spencer,F,32.0,179.0,48.0,Saint Lucia,Athletics
Dariusz Radosz,M,29.0,199.0,91.0,Poland,Rowing
Laura Elizabeth Weightman,F,25.0,172.0,56.0,UK,Athletics
Emma Twigg,F,29.0,182.0,76.0,New Zealand,Rowing
Chen Chieh,M,24.0,182.0,73.0,Taiwan,Athletics
Jeong Jin-Hwa,M,27.0,183.0,75.0,South Korea,Modern Pentathlon
Trent Jones,M,21.0,185.0,87.0,New Zealand,Cycling
Ali Zein Elabedin Ali Ismail Mohamed,M,25.0,195.0,93.0,Egypt,Handball
Silvia Navarro Jimnez,F,37.0,169.0,62.0,Spain,Handball
"Sonny William ""Sonny Bill"" Williams",M,31.0,194.0,106.0,New Zealand,Rugby Sevens
Ronal Quispe Misme,M,27.0,164.0,57.0,Boliva,Athletics
Jeyvier Jess Cintrn Ocasio,M,21.0,171.0,52.0,Puerto Rico,Boxing
Roxanne Kimberly Barker,F,25.0,178.0,76.0,South Africa,Football
Viktor Nikolayevich Lebedev,M,28.0,164.0,57.0,Russia,Wrestling
Deep Grace Ekka,F,22.0,158.0,63.0,India,Hockey
Tameka Williams,F,26.0,165.0,59.0,Saint Kitts,Athletics
Christoph Harting,M,26.0,207.0,120.0,Germany,Athletics
Vitaly Vladimirovich Dunaytsev,M,24.0,174.0,64.0,Russia,Boxing
Kaveh Sadegh Mousavi,M,31.0,203.0,120.0,Iran,Athletics
Thaisa de Moraes Rosa Morenio,F,27.0,166.0,58.0,Brazil,Football
Chala Beyo Techo,M,20.0,176.0,58.0,Ethiopia,Athletics
Han Yucheng,M,37.0,178.0,55.0,China,Athletics
Hafifi Bin Mansor Mohd,M,25.0,166.0,69.0,Malaysia,Weightlifting
Azucena Daz Calvo,F,33.0,163.0,55.0,Spain,Athletics
Xiao Di,M,25.0,185.0,100.0,China,Wrestling
Juan Miguel Rodrguez Martnez,M,49.0,183.0,86.0,Cuba,Shooting
Naomichi Ueda,M,21.0,186.0,77.0,Japan,Football
Rhys Grant,M,29.0,188.0,88.0,Australia,Rowing
Kaarle Tapper,M,20.0,190.0,84.0,Finland,Sailing
Roberto Sawyers Furtado,M,29.0,182.0,111.0,Costa Rica,Athletics
Jos Gregorio Pea Trejo,M,29.0,160.0,52.0,Venezuela,Athletics
Yogeshwar Dutt,M,33.0,168.0,65.0,India,Wrestling
Oscar Luis Muoz Oviedo,M,23.0,178.0,58.0,Colombia,Taekwondo
"Yi-Ping ""Candie"" Kung",F,34.0,168.0,70.0,Taiwan,Golf
"William ""Will"" Ryan",M,27.0,193.0,75.0,Australia,Sailing
Arashi Morisaka,M,20.0,176.0,56.0,Japan,Boxing
Ivana panovi,F,26.0,176.0,65.0,Serbia,Athletics
Carl Fredrik Stefan Schn,M,29.0,187.0,102.0,Sweden,Wrestling
Rodrigo Diego Lpez,M,19.0,166.0,69.0,Mexico,Diving
Omar Muhammadi Muhammad Muhammad Assar,M,25.0,196.0,93.0,Egypt,Table Tennis
Andreas Wolff,M,25.0,198.0,110.0,Germany,Handball
Zhang Xinyu,F,19.0,166.0,60.0,China,Swimming
Tsai Chia-Hsin,M,34.0,182.0,82.0,Taiwan,Badminton
Akani Simbine,M,22.0,176.0,74.0,South Africa,Athletics
Lissette Alexandra Antes Castillo,F,25.0,177.0,58.0,Ecuador,Wrestling
Kurt Leonel da Rocha Couto,M,31.0,180.0,74.0,Mozambique,Athletics
Kira Valeryevna Stepanova,F,22.0,183.0,81.0,Russia,Canoeing
Riste Pandev,M,22.0,178.0,67.0,Macedonia,Athletics
Lee Kye-Rim,F,25.0,158.0,50.0,South Korea,Shooting
Liu Yongshi,F,26.0,176.0,62.0,China,Fencing
Houda Miled,F,29.0,171.0,70.0,Tunisia,Judo
Sofian Bouvet,M,27.0,173.0,63.0,France,Sailing
Alina Viktorivna Lohvynenko,F,26.0,180.0,67.0,Ukraine,Athletics
Ghader Mizbani Iranagh,M,40.0,175.0,67.0,Iran,Cycling
Camille Grassineau,F,25.0,165.0,58.0,France,Rugby Sevens
Adlan Aliyevich Abdurashidov,M,26.0,172.0,60.0,Russia,Boxing
Kim Jong-Hyeon,M,31.0,170.0,73.0,South Korea,Shooting
Enzo-Boris Lefort,M,24.0,190.0,80.0,France,Fencing
Mayu Hamada,F,22.0,174.0,57.0,Japan,Taekwondo
James Willett,M,20.0,186.0,88.0,Australia,Shooting
Davor tefanek,M,30.0,170.0,66.0,Serbia,Wrestling
Svetlana Alekseyevna Romashina,F,26.0,173.0,57.0,Russia,Synchronized Swimming
Janet Okelo Musindalo,F,24.0,172.0,60.0,Kenya,Rugby Sevens
Yekaterina Ilyinichna Petukhova,F,20.0,163.0,48.0,Russia,Diving
Ieuan David Lloyd,M,23.0,194.0,91.0,UK,Swimming
Steven Gerard Donnelly,M,27.0,180.0,69.0,Ireland,Boxing
Artur Brzozowski,M,31.0,174.0,67.0,Poland,Athletics
Alen Taimurazovych Zasieiev,M,27.0,185.0,125.0,Ukraine,Wrestling
Katie Louise Archibald,F,22.0,178.0,70.0,UK,Cycling
"Elizaveta Vladimirova ""Lisa"" Ryzih",F,27.0,179.0,62.0,Germany,Athletics
Oleksiy Serhiyovych Kasianov,M,30.0,191.0,88.0,Ukraine,Athletics
Stefanie Horn,F,25.0,168.0,59.0,Italy,Canoeing
Lalita Shivaji Babar,F,27.0,166.0,50.0,India,Athletics
Maicel Uibo,M,23.0,188.0,84.0,Estonia,Athletics
Adrien Niyonshuti,M,29.0,165.0,68.0,Rwanda,Cycling
Fernando Saraiva Reis,M,26.0,185.0,146.0,Brazil,Weightlifting
Pan Qiang,M,31.0,185.0,85.0,China,Shooting
Nguyn Th La,F,25.0,165.0,53.0,Vietnam,Wrestling
Frid zizova,F,21.0,173.0,67.0,Azerbaijan,Taekwondo
Carline Muir,F,28.0,170.0,65.0,Canada,Athletics
James Reid,M,24.0,180.0,70.0,South Africa,Cycling
Hagos Gebrhiwet Berhe,M,22.0,171.0,56.0,Ethiopia,Athletics
Vlad-Drago Aicoboae,M,22.0,197.0,91.0,Romania,Rowing
Marius Iulian Cocioran,M,33.0,173.0,64.0,Romania,Athletics
Petra Lovas,F,36.0,158.0,48.0,Hungary,Table Tennis
"Gordon ""Gordie"" Johnston",M,23.0,187.0,88.0,Canada,Hockey
Cristina Guinea Gonzlez,F,24.0,166.0,61.0,Spain,Hockey
Luigi Teilemb,M,24.0,187.0,80.0,Vanuatu,Rowing
Tomasz Jaboski,M,27.0,178.0,85.0,Poland,Boxing
Bat-Ochiryn Ser-Od,M,34.0,169.0,61.0,Mongolia,Athletics
Fabienne Aline St Louis,F,28.0,171.0,55.0,Mauritius,Triathlon
Milan Trajkovic,M,24.0,187.0,82.0,Cyprus,Athletics
Alana Barber,F,29.0,163.0,52.0,New Zealand,Athletics
Haniel Vincius Inoue Langaro,M,21.0,197.0,104.0,Brazil,Handball
Tomasz Kaczor,M,26.0,184.0,85.0,Poland,Canoeing
Martin Fuksa,M,23.0,180.0,83.0,Czech Republic,Canoeing
Daniel Havel,M,24.0,178.0,79.0,Czech Republic,Canoeing
Elia Viviani,M,27.0,177.0,70.0,Italy,Cycling
"Jacqueline ""Jackie"" Galloway",F,20.0,178.0,80.0,USA,Taekwondo
Helibelton Palacios Zapata,M,23.0,177.0,75.0,Colombia,Football
Robin Middleton,M,31.0,188.0,85.0,Australia,Badminton
"Konstantinos ""Kostas"" Baniotis",M,29.0,201.0,80.0,Greece,Athletics
Josefina Fernndez,F,24.0,175.0,72.0,Argentina,Volleyball
Ha Jae-Min,M,27.0,186.0,83.0,South Korea,Sailing
Jordan Quinn Larson-Burbach,F,29.0,188.0,75.0,USA,Volleyball
Daniele Matias Hyplito,F,31.0,147.0,51.0,Brazil,Gymnastics
Sapna Punia,F,28.0,,,India,Athletics
Lewis Holland,M,23.0,183.0,87.0,Australia,Rugby Sevens
Rsul unayev,M,25.0,171.0,66.0,Azerbaijan,Wrestling
Valentin Demyanenko,M,32.0,193.0,93.0,Azerbaijan,Canoeing
Zdravko Radi,M,37.0,193.0,96.0,Montenegro,Water Polo
Jan-Lennard Struff,M,26.0,196.0,87.0,Germany,Tennis
John H. Millman,M,27.0,183.0,79.0,Australia,Tennis
"Joseph Tzen Zhun ""Joe"" Choong",M,21.0,186.0,78.0,UK,Modern Pentathlon
Oliver Marach,M,36.0,185.0,78.0,Austria,Tennis
Asadulla Sabziyevich Lachinov,M,30.0,158.0,60.0,Belarus,Wrestling
"Rayderley Miguel ""Ray"" Zapata Santana",M,23.0,169.0,71.0,Spain,Gymnastics
Henriette Engel Hansen,F,34.0,170.0,66.0,Denmark,Canoeing
Cristina Georgiana Neagu,F,27.0,180.0,69.0,Romania,Handball
Ruslan Hryhorovych Dmytrenko,M,30.0,180.0,67.0,Ukraine,Athletics
Brayan Fabricio Ramrez Euceda,M,22.0,177.0,66.0,Honduras,Football
Anton Sergeyevich Zarutsky,M,30.0,195.0,94.0,Russia,Rowing
Mikhail Nikolayevich Kuznetsov,M,31.0,174.0,72.0,Russia,Canoeing
Saskia Clark,F,36.0,176.0,68.0,UK,Sailing
Leila Abdelmoez,F,19.0,160.0,46.0,Egypt,Synchronized Swimming
Yarden Gerbi,F,27.0,169.0,63.0,Israel,Judo
"Jin-Myung ""Danny"" Lee",M,26.0,183.0,,New Zealand,Golf
Brendon Reading,M,27.0,183.0,62.0,Australia,Athletics
Sren Kjeldsen,M,41.0,170.0,65.0,Denmark,Golf
Morea Baru,M,26.0,162.0,62.0,Papua New Guinea,Weightlifting
Sharolyn Shantell Scott Norman,F,32.0,168.0,63.0,Costa Rica,Athletics
Daniela Potapova,F,20.0,166.0,48.0,Germany,Rhythmic Gymnastics
Courtney Okolo,F,22.0,173.0,59.0,USA,Athletics
Krisztina Papp,F,33.0,173.0,53.0,Hungary,Athletics
Tory Nyhaug-Heinonen,M,24.0,185.0,92.0,Canada,Cycling
Christine Kalmer,F,30.0,172.0,55.0,South Africa,Athletics
Alyssa Conley,F,25.0,176.0,63.0,South Africa,Athletics
Nicola White,F,28.0,172.0,65.0,UK,Hockey
Aona Ribakova,F,25.0,176.0,63.0,Latvia,Swimming
Gonzalo Ruz de la Cruz,M,28.0,186.0,87.0,Mexico,Volleyball
Lee Eun-Bi,F,25.0,163.0,58.0,South Korea,Handball
Elena Monica Ungureanu,F,28.0,164.0,48.0,Romania,Judo
Hirving Rodrigo Lozano Bahena,M,21.0,174.0,63.0,Mexico,Football
Alexander Horst,M,33.0,186.0,85.0,Austria,Beach Volleyball
Hanna Mykolavna Solovei,F,24.0,167.0,56.0,Ukraine,Cycling
Nidzhat Aliyevich Rakhimov,M,22.0,176.0,77.0,Kazakhstan,Weightlifting
Zhao Zhifang,F,21.0,168.0,57.0,China,Basketball
Lynique Prinsloo,F,25.0,169.0,60.0,South Africa,Athletics
smail Kele,M,28.0,168.0,70.0,Turkey,Shooting
Andrew Riley,M,27.0,185.0,82.0,Jamaica,Athletics
Daniel Ricardo Daz,M,27.0,168.0,63.0,Argentina,Cycling
Sophie Johanna van Gestel,F,25.0,180.0,65.0,Netherlands,Beach Volleyball
Yumi Kida,F,31.0,160.0,55.0,Japan,Swimming
Astrid Murielle Guyart,F,33.0,174.0,59.0,France,Fencing
Kenia Vanessa Lechuga Alanis,F,22.0,162.0,59.0,Mexico,Rowing
Lars Flggen,M,26.0,192.0,83.0,Germany,Beach Volleyball
Kaho Minagawa,F,18.0,168.0,49.0,Japan,Rhythmic Gymnastics
Jean Marie Okutu Kouletio,M,27.0,178.0,70.0,Spain,Athletics
Benjamin Savek,M,29.0,177.0,74.0,Slovenia,Canoeing
Nadine Martina Broersen,F,26.0,171.0,62.0,Netherlands,Athletics
Nguyn Th Huyn,F,23.0,158.0,45.0,Vietnam,Athletics
Tamara Horacek,F,20.0,179.0,80.0,France,Handball
Yekaterina Aleksandrovna Marennikova,F,34.0,176.0,70.0,Russia,Handball
Rza Kayaalp,M,26.0,182.0,130.0,Turkey,Wrestling
Ion Emilianov,M,39.0,202.0,165.0,Moldova,Athletics
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,Gymnastics
"Nicholas Ian ""Nick"" Willis",M,33.0,183.0,68.0,New Zealand,Athletics
Duan Majdn,M,28.0,180.0,67.0,Slovakia,Athletics
Viktor Bregner Bromer,M,23.0,194.0,87.0,Denmark,Swimming
Yuka Sato,F,24.0,171.0,56.0,Japan,Triathlon
Manuel Fernndez Saro,M,41.0,178.0,68.0,Spain,Equestrianism
Franciela das Graas Krasucki,F,28.0,168.0,63.0,Brazil,Athletics
Maksym Oleksandrovych Semiankiv,M,24.0,178.0,63.0,Ukraine,Gymnastics
Annika Bruhn,F,23.0,183.0,69.0,Germany,Swimming
Gillian Sanders,F,34.0,168.0,53.0,South Africa,Triathlon
Ana Luiza Busato Barbachan,F,26.0,171.0,68.0,Brazil,Sailing
Juozas Bernotas,M,27.0,186.0,80.0,Lithuania,Sailing
Il Alben,F,30.0,172.0,62.0,Turkey,Basketball
Scott Curry,M,28.0,193.0,100.0,New Zealand,Rugby Sevens
Katia Belabbas,F,20.0,170.0,65.0,Algeria,Sailing
Nebiat Habtemariam Measho,F,37.0,159.0,40.0,Eritrea,Athletics
Alexandre Iddir,M,25.0,184.0,90.0,France,Judo
Dienov Andrs Koka,M,20.0,173.0,68.0,Republic of Congo,Swimming
Angelica Walln,F,30.0,172.0,70.0,Sweden,Handball
Jim Gottfridsson,M,23.0,191.0,93.0,Sweden,Handball
Justin Duff,M,28.0,200.0,102.0,Canada,Volleyball
Marcus Fraser,M,38.0,183.0,89.0,Australia,Golf
Sara Caroline Seger,F,31.0,176.0,62.0,Sweden,Football
Windi Manuel Graterol Clemente,M,29.0,205.0,110.0,Venezuela,Basketball
Denis Vaslyevich Simanovich,M,29.0,178.0,64.0,Belarus,Athletics
Enrico Garozzo,M,27.0,190.0,70.0,Italy,Fencing
Su-Hyun Oh,F,20.0,168.0,,Australia,Golf
Kelly Dulfer,F,22.0,185.0,78.0,Netherlands,Handball
Emily Morley,F,22.0,183.0,70.0,Bahamas,Rowing
Yu Chenggang,M,32.0,181.0,72.0,China,Rowing
Lenka Antoov,F,24.0,177.0,70.0,Czech Republic,Rowing
Jessica Hancco Merma,F,20.0,153.0,44.0,Peru,Athletics
Melita Isidora Abraham Schssler,F,19.0,170.0,62.0,Chile,Rowing
Donna Marie Vakalis,F,36.0,164.0,53.0,Canada,Modern Pentathlon
Linet Arasa Moraa,F,20.0,173.0,61.0,Kenya,Rugby Sevens
Thiago Machado Vilela Pereira,M,30.0,187.0,83.0,Brazil,Swimming
Henrik Claes Edvard von Eckermann,M,35.0,186.0,77.0,Sweden,Equestrianism
Franois Hougaard,M,28.0,179.0,93.0,South Africa,Rugby Sevens
Alex Sobers,M,17.0,188.0,66.0,Barbados,Swimming
Mohamed Mohyeldin,M,24.0,170.0,73.0,Egypt,Judo
Moon Chang-Jin,M,23.0,170.0,63.0,South Korea,Football
Martina Kohlov,F,31.0,169.0,68.0,Slovakia,Canoeing
Romain Bardet,M,25.0,184.0,64.0,France,Cycling
Ryohei Kato,M,22.0,162.0,54.0,Japan,Gymnastics
Jonas Hgh Christensen,M,35.0,186.0,102.0,Denmark,Sailing
Janet Amponsah,F,23.0,171.0,52.0,Ghana,Athletics
Kyle Sean Micallef,M,29.0,177.0,86.0,Malta,Weightlifting
Viktor Hennadiyovych Ruban,M,35.0,178.0,70.0,Ukraine,Archery
Jelle Geens,M,23.0,172.0,61.0,Belgium,Triathlon
Maksym Eduardovych Dolhov,M,20.0,176.0,71.0,Ukraine,Diving
Nicole Regnier Palacios,F,21.0,170.0,62.0,Colombia,Football
Mara Victoria Zuloaga Arcodia,F,28.0,175.0,70.0,Argentina,Hockey
Tsepang Gladys Sello,F,19.0,,,Lesotho,Athletics
Spencer James W. Wilton,M,43.0,183.0,83.0,UK,Equestrianism
Marie-Laurence Jungfleisch,F,25.0,182.0,68.0,Germany,Athletics
Giedrius Titenis,M,27.0,193.0,95.0,Lithuania,Swimming
Memo,M,21.0,192.0,88.0,Indonesia,Rowing
Anna Sztankovics,F,20.0,177.0,63.0,Hungary,Swimming
Jennifer Wenth,F,25.0,166.0,47.0,Austria,Athletics
Pavlo Yuriyovych Tymoshchenko,M,29.0,192.0,78.0,Ukraine,Modern Pentathlon
Amir Ghafour,M,25.0,202.0,90.0,Iran,Volleyball
Luca Marin,M,30.0,187.0,82.0,Italy,Swimming
Lissa Mary Audrey Labiche,F,23.0,172.0,55.0,Seychelles,Athletics
"Samuel ""Sam"" Groth",M,28.0,193.0,100.0,Australia,Tennis
Saeed bin Hasher Al-Maktoum,M,39.0,176.0,88.0,United Arab Emirates,Shooting
Kristf Rasovszky,M,19.0,190.0,84.0,Hungary,Swimming
Mia Hermansson,F,23.0,175.0,63.0,Sweden,Judo
Jade Louise Jones,F,23.0,156.0,57.0,UK,Taekwondo
Simoya Kadine Campbell,F,22.0,167.0,54.0,Jamaica,Athletics
Richard Varga,M,27.0,188.0,65.0,Slovakia,Triathlon
Liam Nicholas Heath,M,31.0,182.0,81.0,UK,Canoeing
Chan Hao-Ching,F,22.0,175.0,60.0,Taiwan,Tennis
Betzabeth Anglica Argello Villegas,F,25.0,164.0,53.0,Venezuela,Wrestling
Grzegorz omacz,M,28.0,187.0,81.0,Poland,Volleyball
"Timothy ""Tim"" Kneale",M,33.0,187.0,85.0,UK,Shooting
Merven Clair,M,23.0,178.0,75.0,Mauritius,Boxing
Karsten Forsterling,M,36.0,191.0,88.0,Australia,Rowing
"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,27.0,168.0,55.0,UK,Cycling
Jeoung Young-Sik,M,24.0,182.0,65.0,South Korea,Table Tennis
Ezinne Okparaebo,F,28.0,164.0,56.0,Norway,Athletics
Amar Musi,M,29.0,170.0,85.0,Croatia,Weightlifting
Krisztina Fazekas Zur,F,36.0,172.0,64.0,Hungary,Canoeing
Kelly Silva dos Santos,F,36.0,193.0,92.0,Brazil,Basketball
"Kalliopi ""Kelly"" Araouzou",F,25.0,169.0,55.0,Greece,Swimming
Kim Un-Hyang,F,24.0,159.0,51.0,North Korea,Diving
Mario Hezonja,M,21.0,203.0,100.0,Croatia,Basketball
Ivan Krapi,M,27.0,194.0,103.0,Croatia,Water Polo
Charlotte Dobson,F,30.0,168.0,62.0,UK,Sailing
Amanda Carolina Gomes de Arajo,F,26.0,162.0,54.0,Brazil,Rugby Sevens
Kamaruddin Haziq,M,23.0,178.0,75.0,Malaysia,Archery
Oleksiy Serhiyovych Semenov,M,34.0,198.0,120.0,Ukraine,Athletics
Augusto Midana,M,32.0,167.0,74.0,Guinea-Bissau,Wrestling
Juraj Tuinsk,M,31.0,184.0,73.0,Slovakia,Shooting
Olena Olehivna Fedorova,F,29.0,164.0,57.0,Ukraine,Diving
Bronwen Knox,F,30.0,182.0,88.0,Australia,Water Polo
"Efthimios ""Makis"" Mitas",M,31.0,190.0,105.0,Greece,Shooting
"Mohamed Karim ""Moe"" Sbihi",M,28.0,202.0,110.0,UK,Rowing
Maria Bruno,F,23.0,160.0,54.0,Brazil,Synchronized Swimming
Ashley McKenzie,M,27.0,168.0,60.0,UK,Judo
Zhansel Deniz,F,24.0,175.0,67.0,Kazakhstan,Taekwondo
"Charlotta Eva ""Lotta"" Schelin",F,32.0,179.0,64.0,Sweden,Football
Mara Fernanda Far Nuez,F,18.0,163.0,57.0,Panama,Swimming
Ura Kragelj,F,28.0,166.0,56.0,Slovenia,Canoeing
Andrea Cassar,M,32.0,193.0,93.0,Italy,Fencing
Judit Ignacio Sorribes,F,22.0,165.0,58.0,Spain,Swimming
Igor Genua Sistiaga,M,28.0,177.0,78.0,Spain,Rugby Sevens
Khushbir Kaur,F,23.0,,,India,Athletics
Isadora Cerullo,F,25.0,158.0,58.0,Brazil,Rugby Sevens
ala Bykakay,F,26.0,172.0,58.0,Turkey,Tennis
Jurgen Themen,M,30.0,172.0,75.0,Suriname,Athletics
Simonas Bilis,M,22.0,196.0,84.0,Lithuania,Swimming
Michal Balner,M,33.0,191.0,80.0,Czech Republic,Athletics
Kaya Adwoa Forson,F,14.0,,,Ghana,Swimming
Deniz nar,M,31.0,172.0,65.0,Turkey,Sailing
David Pasqualucci,M,20.0,181.0,81.0,Italy,Archery
Kenichi Hayakawa,M,30.0,177.0,80.0,Japan,Badminton
Adam George Peaty,M,21.0,191.0,86.0,UK,Swimming
Mayra Aguiar da Silva,F,25.0,177.0,78.0,Brazil,Judo
Howard Shu,M,25.0,185.0,75.0,USA,Badminton
Rivaldo Roberto Genino Coetzee,M,19.0,183.0,73.0,South Africa,Football
Jevaughn Minzie,M,21.0,178.0,85.0,Jamaica,Athletics
Iris Silva Tang Sing,F,25.0,167.0,49.0,Brazil,Taekwondo
Sergey Anatolyevich Komissarov,M,28.0,184.0,81.0,Russia,Sailing
Alyce Burnett,F,23.0,182.0,71.0,Australia,Canoeing
Aniya Necol Louissaint,F,17.0,176.0,59.0,Haiti,Taekwondo
Karen Nathalia Riveros Schulz,F,21.0,170.0,66.0,Paraguay,Swimming
Aleksandar Ivovi,M,30.0,197.0,107.0,Montenegro,Water Polo
Natalya Coyle,F,25.0,170.0,60.0,Ireland,Modern Pentathlon
