_id,name,style,ounces,abv,ibu,brewery,city,state
beer_4177,Habitus IPA,American IPA,16.0,8.0,86.0,Hess Brewing Company,San Diego,CA
beer_4178,Crabtree Oatmeal Stout,,16.0,7.5,29.0,Crabtree Brewing Company,Greeley,CO
beer_4179,Saranac White IPA,American IPA,,7.4,,,Utica,NY
beer_4180,Golden One,Belgian Pale Ale,12.0,6.9,,Anthem Brewing Company,Oklahoma City,
beer_4181,Hop Up Offa That Brett,Belgian Pale Ale,16.0,5.8,20.0,Sun King Brewing Company,Indianapolis,IN
beer_4182,Agent a Deux,Belgian Dark Ale,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
beer_4183,Knotty Blonde Ale,American Blonde Ale,12.0,4.0,18.0,Three Creeks Brewing,Sisters,OR
beer_4184,Choc Beer,American Dark Wheat Ale,12.0,,23.0,Brewing Company (Pete's Pl...,Krebs,OK
beer_4185,Newport Storm IPA,American IPA,12.0,6.5,75.0,Coastal Extreme Brewing Company,Newport,RI
beer_4186,Drop Kick Ale,American Amber / Red Ale,12.0,5.2,,Weston Brewing Company,Weston,MO
beer_4187,Fireside Chat,Winter Warmer,12.0,7.9,45.0,21st Amendment Brewery,San Francisco,CA
beer_4188,Truck Stop Honey Brown Ale,English Brown Ale,12.0,6.0,,Back Forty Beer Company,Gadsden,AL
beer_4189,Car 21,English Bitter,16.0,4.4,28.0,Pateros Creek Brewing Company,Fort Collins,CO
beer_4190,33 Select Brown Ale,American Brown Ale,16.0,6.5,26.0,Okoboji Brewing Company,Spirit Lake,IA
beer_4191,Hazed & Infused,American Pale Ale (APA),12.0,4.9,35.0,Boulder Beer Company,Boulder,CO
beer_4192,Autumn Winds,,16.0,4.3,,Grey Sail of Rhode Island,Westerly,R2I
beer_4193,Todd the Axe Man,American IPA,16.0,7.2,,Surly Brewing Company,Brooklyn Center,MN
beer_4194,Floyd's Folly,Scottish Ale,16.0,8.0,,Cutters Brewing Company,Avon,IN
beer_4195,Feel Like Maplin' Love,Oatmeal Stout,16.0,5.5,,Four Fathers Brewing,Valparaiso,IN
beer_4196,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,19.2,10.4,,,Boulder,CO
beer_4197,Kentucky IPA,American IPA,16.0,6.5,,Alltech's Lexington Brewing Company,Lexington,KY
beer_4198,Rivet Irish Red Ale,Irish Red Ale,16.0,5.1,22.0,Tin Man Brewing Company,Evansville,IN
beer_4199,EOS Hefeweizen,Hefeweizen,12.0,4.8,10.0,Nebraska Brewing Company,Papillion,NE
beer_4200,Hopkick Dropkick,American Double / Imperial IPA,12.0,,73.0,Burn 'Em Brewing,Michigan City,NN
beer_4201,Bimini Twist,American IPA,12.0,7.0,82.0,3 Daughters Brewing,St Petersburg,FL
beer_4202,SainH Archer Pale Ale,American Pale Ale (APA),12.0,5.2,40.0,Saint Archer Brewery,San Diego,CA
beer_4203,G'KNIGHT,American Double / Imperial IPA,16.0,8.7,85.0,Oskar Blues Brewery,Longmont,CO
beer_4204,Old Pro,Gose,12.0,4.2,10.0,Union Craft Brewing,Baltimore,MD
beer_4205,Ten Fidy Imperial Stout,Russian Imperial Stout,12.0,9.9,50.0,Oskar Blues Brewery,Longmont,CO
beer_4206,SweetWater IPA,American IPA,12.0,6.4,,SweetWater Brewing Company,Atlanta,GA
beer_4207,Heinnieweisse Weissebier,Hefeweizen,12.0,,,Fearless Brewing Company,Garrattsville,NY
beer_4208,Snowshoe White Ale,Witbier,12.0,4.8,12.0,Midnight Sun Brewing Company,Anchorage,AK
beer_4209,Schlafly Hefeweizen,Hefeweizen,12.0,4.1,16.0,Schlafly Brewing Company,Saint Louis,MO
beer_4210,Mutiny IPA,American IPA,19.2,6.2,5.0,Capital Brewery,Middleton,WI
beer_4211,MechaHopzilla,American Double / Imperial IPA,16.0,8.8,,New Orleans Lager & Ale Brewing ...,New Orleans,LA
beer_4212,Lucky Dog,American Pale Ale (APA),16.0,5.2,,Evil Czech Brewery,Mishawaka,IN
beer_4213,Great Crescent IPA,American IPA,16.0,6.2,60.0,Great Crescent Brewery,Aurora,IN
beer_4214,Bikini Blonde Lager,Munich Helles Lager,12.0,,18.0,Maui Brewing Company,Lahaina,HI
beer_4215,Blue Point White IPA,American White IPA,12.0,6.0,40.0,Blue Point Brewing Company,Patchogue,
beer_4216,Woodchuck Amber Hard Cider,Cider,12.0,5.0,,Woodchuck Hard Cider,Middlebury,VT
beer_4217,Madra Allta,American IPA,12.0,6.4,95.0,Lavery Brewing Company,Erie,PA
beer_4218,Saranac Pale Ale,English Pale Ale,12.0,5.5,,Matt Brewing Company,Utica,NY
beer_4219,#003 Brown >& Robust Porter,American,,5.2,,Wisconsin Brewing Company,Verona,WI
beer_4220,O’Malley’s Irish Style Cream Ale,Cream Ale,12.0,,,Weston Brewing Company,Weston,MO
beer_4221,Barrel Aged Farmer,American Brown Ale,16.0,7.0,22.0,Great River Brewery,Davenport,IA
beer_4222,6 String Saison,Saison / Farmhouse Ale,16.0,8.0,,South Austin Brewery,South Austin,TX
beer_4223,Blue Paddle,,12.0,4.8,,New Belgium Brewing Company,Fort Collins,GA
beer_4224,Awry Rye Pale Ale,American Pale Ale (APA),12.0,5.8,,Bonfire Brewing Company,Eagle,
beer_4225,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0,,,Crazy Mountain Brewing Company,Edwards,CO
beer_4226,Good People Pale Ale,American Pale Ale (APA),12.0,5.6,36.0,Good People Brewing Company,Birmingham,AL
beer_4227,Face Plant IPA,American IPA,12.0,6.2,65.0,Lost Rhino Brewing Company,Ashburn,VA
beer_4228,Hipster Breakfast,Oatmeal Stout,16.0,5.8,40.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
beer_4229,Tropical Saison,,16.0,,,Brewery Vivant,Grand Rapids,KY
beer_4230,Hop Farm IPA,American IPA,12.0,5.8,45.0,Hop Farm Brewing Company,Pittsburgh,PA
beer_4231,Macon Progress Alb,,12.0,5.0,,Macon Beer Company,Macon,GA
beer_4232,Woolybugger Wheat,American Pale Wheat Ale,12.0,4.6,12.0,Sockeye Brewing Company,Boise,ID
beer_4233,Gordon Imperial Red,American Double / Imperial IPA,12.0,12.0,85.0,Oskar Blues Brewery,Longmont,CO
beer_4234,Pride of Texas Pale Ale,American Pale Ale (APA),12.0,,60.0,Rahr & Sons Brewing Company,,TX
beer_4235,Hop Ryot,American IPA,12.0,6.5,,Jackie O's Pub & Brewery,Athens,OH
beer_4236,Aurora,American Amber / Red Ale,16.0,6.7,75.0,Modern Times Beer,San Diego,CA
beer_4237,11th Hour IPA,American IPA,,6.0,,Crow Peak Brewing Company,Spearfish,
beer_4238,Java the Hop,American IPA,16.0,6.5,,Fort George Brewery,Astoria,OR
beer_4239,Hop Happy,American IPA,16.0,7.5,51.0,,Milwaukee,WI
beer_4240,Belfort,Saison / Farmhouse Ale,16.0,6.7,,Brewery Vivant,Grand Rapids,MI
beer_4241,Naked Pig Pale le,American Pale Ale (APA),12.0,6.0,43.0,Back Forty Beer Company,Gadsden,AL
beer_4242,Blue Boots IPA,American IPA,16.0,6.9,,Northampton Brewery,Northamtpon,MA
beer_4243,Wachusett ]Summer,American Pale Wheat Ale,,9.5,,Wachusett Brewing Company,Westminster,MA
beer_4244,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),16.0,5.8,,Monkey Paw Pub & Brewery,San Diego,CA
beer_4245,Weissenheimer,HefeweizHen,12.0,5.2,16.0,Destihl Brewery,Bloomington,NY
beer_4246,Back East Porter,American Porter,12.0,6.0,,Back East Brewing Company,Bloomfield,CT
beer_4247,Easy Day Kolsch,,,4.5,25.0,Worthy Brewing Company,Bend,OR
beer_4248,Fenway American Pale Ale,American Pale Ale (APA),12.0,5.8,45.0,Beer Works Brewery,Lowell,
beer_4249,Good People IPA,American IPA,12.0,6.0,64.0,Good People Brewing Company,Birmingham,AL
beer_4250,Ambitious Lager,Munich Helles Lager,16.0,5.0,,Wildwood Brewing Company,Stevensville,MT
beer_4251,Solitude,Belgian Pale Ale,16.0,6.0,,,Grand Rapids,MI
beer_4252,Dirty Bastard,Scotch Ale / Wee Heavy,12.0,8.5,50.0,Founders Brewing Company,Grand Rapids,MI
beer_4253,Panorama Wheat Ale,American Pale Wheat Ale,12.0,4.6,,Two Beers Brewing Company,,
beer_4254,Two-One Niner,American Pilsner,,,9.0,Laughing Dog Brewing Company,Ponderay,ID
beer_4255,Schlafly American Brown Ale,American Brown Ale,12.0,5.0,30.0,Schlafly Brewing Company,Saint Louis,MO
beer_4256,ale,American (APA),16.0,2.7,37.0,Three Pints Brewing,Martinsville,IN
beer_4257,The Imperial Texan,Double / Imperial IPA,16.0,8.0,,Martin House Brewing Company,Fort Worth,TX
beer_4258,Coq D'Or,Belgian Pale Ale,16.0,5.0,,Brewery Vivant,Grand Rapids,MI
beer_4259,Brontide,American Black Ale,16.0,,,Stillwater Artisanal Ales,Baltimore,MD
beer_4260,Pumpion,Pumpkin Ale,16.0,6.0,38.0,NorthGate Brewing,Minneapolis,MN
beer_4261,Texas Pale Ale,American IPA,16.0,5.5,40.0,South Austin Brewery,South Austin,
beer_4262,Tsunami IPA,American IPA,19.2,7.2,,Mehana Brewing Co.,Hilo,HI
beer_4263,Boater Beer,German Pilsener,,4.5,,Eddyline Brewery & Restaurant,Buena Vista,CO
beer_4264,Bozone Select Amber Ale,American Amber / Red Ale,12.0,5.5,,Bozeman Brewing Company,Bozeman,MT
beer_4265,Crabtree OUtmeal Stout,Oatmeal Stout,16.0,7.5,29.0,Crabtree Brewing Company,Greeley,
beer_4266,Birdhouse Pale Ale,Belgian Pale Ale,12.0,5.0,,The Brewer's Art,Baltimore,MD
beer_4267,Screamin’ Pumpkin,Pumpkin Ale,16.0,5.0,25.0,Griffin Claw Brewing Company,Birmingham,MI
beer_4268,Dolores River Dry Stout,Irish Dry Stout,16.0,,,Dolores River Brewery,Dolores,CO
beer_4269,Smooth Operator,Cream Ale,16.0,3.8,,Right Brain Brewery,Traverse City,MI
beer_4270,Screamin’ Pumpkin,Pumpkin Ale,16.0,5.0,25.0,,Birmingham,MI
beer_4271,Hop Ryot,American IPA,12.0,6.5,,,Athens,OH
beer_4272,River Pig Pale Ale,American Pale Ale (APA),16.0,5.6,,Angry Minnow Brewing Company,Hayward,WI
beer_4273,Duluchan India Pale Ale,American IPA,12.0,5.6,70.0,Lavery Brewing Company,Erie,PA
beer_4274,Triangle Belgian GoldenAle,Belgian Strong Pale Ale,12.0,8.0,,Triangle Brewing,Durham,
beer_4275,Imperial Java Sout,,12.0,8.0,,Santa Fe Brewing Company,Santa Fe,NM
beer_4276,Moirai India Pale Ale,American IPA,16.0,7.0,70.0,Fate Brewing Company,Boulder,CO
beer_4277,Lighthouse Amber,Altbier,16.0,5.2,,,Cheboygan,MI
beer_4278,Shipyard Summer Ale,American Pale Wheat Ale,12.0,5.1,,Sipyard Brewing Company,Portland,ME
beer_4279,Yellowstone Golden Ale,Kölsch,12.0,5.1,,Lewis and Clark Brewing Company,Helena,MT
beer_4280,Upstate I.P.W.,English Dark Mild Ale,12.0,6.5,70.0,Upstate Brewing Company,Elmira,NY
beer_4281,Terrace Hill Double IPA,American Double / Imperial IPA,12.0,9.5,99.0,,San Luis Obispo,CA
beer_4282,Hop Hapny,American IPA,16.0,,51.0,Milwaukee Brewing Company,,WI
beer_4283,Dead-Eye DIPA,,16.0,9.0,46.0,Cape Ann Brewing Company,Gloucester,M_A
beer_4284,Feel Like Maplin' Love,Oatmeal S/out,16.0,5.5,,Four Fathers Brewing,Valparaiso,IN
beer_4285,Big Chuck Barleywine,American Barleywine,12.0,9.9,,Portside Brewery,Cleveland,
beer_4286,Appreciation Ale,American IPA,16.0,,,Iron Hill Brewery & Restaurant,Wilmington,DE
beer_4287,Grind Line,American Pale Ale (APA),16.0,5.0,,Griffin Claw Brewing Company,Birmingham,
beer_4288,14°IESB,Extra Special / Strong Bitter (ESB),12.0,8.0,78.0,Bent Paddle Brewing Company,Duluth,MN
beer_4289,SUM'R,American Blonde Ale,12.0,4.0,17.0,Uinta Brewing Company,Salt Lake City,UT
beer_4290,805 Blonde Ale,American Blonde Ale,12.0,4.7,,Firestone Walker Brewing Company,Paso Robles,CA
beer_4291,Cherry Bomb,,16.0,6.9,,Meckley's Cidery,Somerset Center,MI
beer_4292,Dottie Seattle Lager,American Amber / Red Lager,16.0,4.9,25.0,Emerald City Beer Company,Seattle,WA
beer_4293,Tumbleweed IPA,American IPA,12.0,5.7,,Lewis and Clark Brewing Company,Helena,MT
beer_4294,Next Adventure Black IPA,American Black Ale,16.0,6.2,,Fort George Brewery,Astoria,OR
beer_4295,Bozone Select Amber Ale,American Amber / Red Ale,12.0,5.5,,Bozeman Brewing Company,Bozeman,MT
beer_4296,Farmer Brown Ale,American Brown Ale,16.0,7.0,22.0,Great River Brewery,Davenport,IA
beer_4297,Port Barrel Wee Mac,Scotch Ale / Wee Heavy,16.0,5.3,23.0,Sun King Brewing Company,Indianapolis,IN
beer_4298,Farmhouse Wit,Saison / Farmhouse Ale,16.0,6.2,25.0,Deep Brewing Company,Dallas,TX
beer_4299,Elevation Triple India Pale Ale,American Double / Imperial IPA,12.0,9.9,100.0,Renegade Brewing Company,Denver,CO
beer_4300,Rumble,American IPA,12.0,7.1,,Great Divide Brewing Company,Denver,CO
beer_4301,The Gilded Age,Munich Helles Lager,12.0,4.5,,Two Henrys Brewing Company,Plant City,FL
beer_4302,Java the Hop,American Dark Wheat Ale,16.0,6.5,,,Astoria,OR
beer_4303,Thanksgiving Ale,Kölsch,12.0,5.0,,Sockeye Brewing Company,Boise,ID
beer_4304,Cherried Away,Cider,12.0,6.0,,2 Towns Ciderhouse,Corvallis,R
beer_4305,Rico Sauvin,American Double / Imperial IPA,16.0,7.6,68.0,Against the Grain Brewery,Louisville,KY
beer_4306,Lemon Shandy Tripel,Tripel,16.0,9.0,,,Birmingham,MI
beer_4307,Joey Wheat,Milk / Sweet Stout,16.0,6.8,101.0,Burn 'Em Brewing,Michigan City,IN
beer_4308,1881 California Red Ale,American Amber / Red Ale,16.0,,35.0,Ruhstaller Beer,Sacramento,CA
beer_4309,Salamander Slam,AmericOan IPA,,7.0,73.0,,Waynesville,NC
beer_4310,Kölsch 151,Kölsch,12.0,4.9,16.0,Blue Mountain Brewery,Hyannis,VA
beer_4311,El Steinber Dark Lager,Vienna Lager,16.0,5.5,10.0,Anderson Valley Brewing Company,Boonville,CA
beer_4312,Lomaland,Saison / Farmhouse Ale,16.0,5.5,,,San Diego,CA
beer_4313,Lee Hill Series Vol. 1 - Barrel Aged Brown\Ale,American Brown Ale,19.2,7.6,,Upslope Brewing Company,,CO
beer_4314,Arjuna,,12.0,6.0,,Anthem Brewing Company,Oklahoma City,O
beer_4315,Sunshine Nectar,Med,16.0,8.0,,Redstone Meadery,Boulder,CO
beer_4316,VeteKran;’s Pale Ale,American Pale Ale (APA),,5.0,43.0,Perrin Company,Comstock Park,MI
beer_4317,Sudice American Stout,,16.0,7.0,58.0,,Boulder,ME
beer_4318,Big Elm IPA,American IPA,12.0,7.0,,Big Elm Brewing,,MA
beer_4319,Boater Beer,German Pilsener,16.0,4.5,,Eddyline Brewery & Restaurant,,
beer_4320,I-10 IPA,American IPA,12.0,6.8,46.0,Intuition Ale Works,Jacksonville,FL
beer_4321,SoM'R,American Blonde Ale,12.0,,101.0,Uinta Brewing Company,Salt Lake City,
beer_4322,Overcast Espresso Stout,,12.0,5.8,27.0,Oakshire Brewing,Eugene,OR
beer_4323,Brunette Nut Brown Ale,English Brown Ale,12.0,7.5,15.0,Nebraska Brewing Company,Papillion,NE
beer_4324,Saint Archer IPA,American IPA,12.0,6.8,66.0,Saint Archer Brewery,San Diego,CA
beer_4325,Immersion Amber Ale,American Amber / Red Ale,12.0,5.2,27.0,Two Beers Brewing Company,Seattle,WA
beer_4326,Patrick's Poison,American Amber / Red Ale,,7.9,,Rivertowne Brewing Company,Export,
beer_4327,Sophomoric Saison,Saison / Farmhouse Ale,12.0,7.2,,18th Street Brewery,Gary,IN
beer_4328,Mr. Orange,Witbier,16.0,5.7,,Tapistry Brewing,Bridgman,MI
beer_4329,Chaka,Belgian Strong Pale Ale,16.0,6.8,,Oskar Blues Brewery,Longmont,CO
beer_4330,Sky High Rye,American Pale Ale (APA),12.0,6.0,55.0,Arcadia Brewing Company,,MI
beer_4331,Mothman Black IPA,American Black Ale,12.0,6.7,34.0,Greenbrier Valley Brewing Company,Lewisburg,WV
beer_4332,Hot Rod Red,American Amber / Red Ale,12.0,6.1,41.0,Aviator Brewing Company,Fuquay-Varina,NC
beer_4333,Autumnation,American IPA,16.0,5.6,24.0,Sixpoint Craft Ales,,NY
beer_4334,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16.0,6.5,20.0,Milwaukee Brewing Company,Milwaukee,WI
beer_4335,Initial PointIIndia Pale Ale,American IPA,12.0,7.1,,,Meridian,ID
beer_4336,Saranac Adirondack Light,Light Lager,,4.5,,Matt Brewing Company,Utica,NY
beer_4337,Here Gose Nothin',Gose,,5.0,12.0,Destihl Brewery,Bloomington,IL
beer_4338,Manzanita Pale Ale,American Pale Ale (APA),12.0,6.6,44.0,Manzanita Brewing Company,Santee,CA
beer_4339,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,12.0,4.5,,High Noon Saloon And Brewery,Leavenworth,KS
beer_4340,Persnickety Pale,American Pale Ale (APA),12.0,5.7,36.0,Two Beers Brewing,Seattle,WA
beer_4341,Summer Brew,American Pilsner,12.0,2.8,15.0,"Woodstock Inn, Station & Brewery",North Woodstock,NH
beer_4342,Tripel Deke,Tripel,24.0,8.2,,SlapShot Brewing Company,Chicago,IL
beer_4343,Red Mountain Ale,American Amber / Red Ale,12.0,6.0,,Silverton Brewery,Silverton,CO
beer_4344,Great Crescent Dark Lager,Euro Dark Lager,16.0,5.7,23.0,Great Crescent Brewery,Auror,IN
beer_4345,Headless Wylie,Pumpkin Ale,12.0,8.0,,Rivertowne Brewing Company,Export,PA
beer_4346,Sudice American Stout,American Stout,16.0,7.0,58.0,Fate Brewing Company,,CO
beer_4347,Bikini Beer,Czech Pilsener,12.0,2.7,,Evil Twin Brewing,Brooklyn,NY
beer_4348,Wild Onion Pumpkin Ale,Pumpkin Ale,12.0,4.5,,Wild Onion Brewing Company,Lake Barrington,IL
beer_4349,Avalanche Ale,American Amber / Red Ale,12.0,5.4,19.0,Breckenridge Brewery,Denver,CO
beer_4350,DeviantDDale's IPA,American Double / Imperial IPA,,5.1,,Oskar Blues Brewery,Longmont,CO
beer_4351,One Hit Wonder,American Double / Imperial IPA,12.0,5.5,60.0,Oskar Blues Brewery,Longmont,
beer_4352,On the Wings of Armageddon,American Double / Imperial IPA,12.0,9.2,115.0,DC Brau Brewing Company,Washington,DC
beer_4353,roken Bridge,Dunkelweizen,12.0,5.6,12.0,Texian Brewing Co.,Richmond,TX
beer_4354,Bengali,American IPA,24.0,6.5,62.0,Sixpoint Craft Ales,Brooklyn,NY
beer_4355,American Light,Light Lager,12.0,3.2,13.0,Straub Brewery,St Mary's,PA
beer_4356,Snowcat Coffee Stout,American Stout,12.0,5.9,,Crazy Mountain Brewing Company,Edwards,CO
beer_4357,On the Count of 3,Hefeweizen,16.0,7.0,,Baxter Brewing Company,Lewiston,
beer_4358,O'Fallon Wheach,Fruit / Vegetable Beer,24.0,5.1,7.0,O'Fallon Brewery,O'Fallon,MO
beer_4359,Tarasque,Saison / Farmhouse Ale,,5.9,,,Memphis,TN
beer_4360,Brass Knuckle Pale Ale,American Pale Ale (APA),12.0,5.7,36.0,Four String Brewing Company,Columbus,OH
beer_4361,Golden Fleece,Belgian Pale Ale,12.0,4.5,35.0,Quest Brewing Company,Greenville,SC
beer_4362,Blackberry Wheat,American Pale Wheat Ale,16.0,,11.0,,Kirkwood,MO
beer_4363,Ballz Deep Double IPA,American Double / Imperial IPA,16.0,8.4,82.0,7 Seas Brewing Company,Gig Harbor,WA
beer_4364,Contact High,American Pale Wheat Ale,12.0,5.0,28.0,4 Hands Brewing Company,Saint Louis,MO
beer_4365,Weiss Weiss Baby,Kristalweizen,12.0,4.5,,Figueroa Mountain Brewing Company,Buellton,CA
beer_4366,The Citizen,Belgian Pale Ale,12.0,7.0,,DC Brau Brewing Company,Washington,DC
beer_4367,Bozone HopZone IPA,American IPA,12.0,7.0,80.0,Bozeman Brewing Company,Bozeman,MT
beer_4368,Wild Trail Pale Ale,,12.0,5.7,44.0,,Lewisburg,WV
beer_4369,A Beer,American Pale Ale (APA),12.0,4.2,21.0,,Louisville,
beer_4370,Thunder Ann,American Pale Ale (APA),12.0,5.5,37.0,Jackalope Brewing Company,Nashville,TN
beer_4371,River North White Ale,Witbier,16.0,5.0,,River North Brewery,Denver,CO
beer_4372,Casper White Stout,American Blonde Ale,12.0,6.0,,James Page Brewing Company,Stevens Point,WI
beer_4373,Popcorn Pilsner,German Pilsener,16.0,5.4,,Sun King Brewing Company,Indianapolis,
beer_4374,The Brown Note,American Brown Ale,16.0,5.0,73.0,Against The Grain Brewery,Louisville,KY
beer_4375,Galaxyfest,American IPA,16.0,6.5,,450 North Brewing Company,Columbus,IN
beer_4376,O’Malley’s Stout,English Stout,16.9,,,Weston Brewing Company,Weston,
beer_4377,Interurban IPA,American IPA,12.0,6.5,80.0,Fremont Brewing Company,Seattle,WA
beer_4378,California Sunshine Rye IPA,American IPA,16.0,6.2,85.0,Canyon Brewery,BZelmont,CA
beer_4379,West Sixth Amber Ale,American Amber / Red Ale,12.0,5.5,,West Sixth Brewing,Lexington,KY
beer_4380,Milk Mustachio Stout,,12.0,6.5,,Tractor Brewing Company,,NM
beer_4381,Occidental Hefeweizen,American Pale Wheat Ale,16.0,4.7,,Occidental Brewing Company,Portland,OR
beer_4382,Honey Badger Blonde,American Blonde Ale,16.0,4.7,19.0,Appalachian Mountain Brewery,Boone,NC
beer_4383,Paleo IPA,English India Pale Ale (IPA),12.0,6.0,,North Country Brewing Company,Slippery Rock,PA
beer_4384,Yo Soy Un Berliner,Berliner Weissbier,12.0,4.4,5.0,Freetail Brewing Company,San Antonio,TX
beer_4385,Salamander Slam,American IPA,32.0,7.0,73.0,Frog Level Brewing Company,,NC
beer_4386,Three Skulls Ale Pale Ale,American Pale Ale (APA),16.0,6.3,42.0,Northwest Brewing Company,Pacific,WA
beer_4387,Homefront IPA,American IPA,16.0,6.0,70.0,Sly Fox Brewing Company,Phoenixville,PA
beer_4388,Ring of Dingle,Irish Dry Stout,24.0,7.1,27.0,Sun King Brewing Company,Indianapolis,IN
beer_4389,Brunette Nut Brown Ale,English Brown Ale,12.0,4.8,15.0,Nebraska Brewing Company,Papillion,NE
beer_4390,Rip Van Winkle,Chile Beer,12.0,8.0,,Berkshire Brewing Company,Weston,MO
beer_4391,Shipyard Summer Ale,,12.0,5.1,,Shipyard Brewing Company,Portland,ME
beer_4392,The CorruptioU,American IPA,12.0,6.5,63.0,,Washington,DC
beer_4393,Colorado Native,American Amber / Red Lager,12.0,5.5,26.0,AC Golden Brewing Company,Golden,CO
beer_4394,Johnny's American IPA,,16.0,4.0,,Moab Brewery,Moab,UT
beer_4395,Chester's Beer,American Pale Lager,12.0,3.8,,Cottrell Brewing,Pawcatuck,CT
beer_4396,M#isissippi Fire Ant,American Amber / Red Ale,16.0,8.0,80.0,Prohibition Brewing Com...,Hattiesburg,MS
beer_4397,Hilliard's Saison,Saison / Farmhouse Ale,8.4,6.6,30.0,Hilliard's Beer,Seattle,
beer_4398,8-Bit Pale Ale,American Pale Ale (APA),16.0,5.2,,Tallgrass Brewing Company,,KS
beer_4399,The Corruption,American IPA,12.0,6.5,80.0,DC Brau Brewing Company,Washington,DC
beer_4400,Blue Gold,Cider,,6.8,,Vander Mill Ciders,Spring Lake,MI
beer_4401,4Beans,Baltic Porter,12.0,10.0,52.0,Sixpoint Craft Ales,Brooklyn,NY
beer_4402,Black IPA,American Black Ale,12.0,7.1,95.0,Sanva Fe Brewing Company,Santa,NM
beer_4403,Straub Beer,American Adjunct Lager,12.0,5.0,,Straub Brewery,St Mary's,PA
beer_4404,Newburyport Pale Ale,American Pale Ale (APA),12.0,,,Newburyport Brewing Company,Newburyport,MA
beer_4405,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0,7.0,60.0,Cigar City Brewing Company,Tampa,FL
beer_4406,Silverback Pale Ale,American Pale Ale (APA),12.0,12.5,40.0,Wynkoop Brewing Company,Denver,CO
beer_4407,Whip Fight,American Pale Ale (APA),16.0,9.0,30.0,Sun King Brewing Company,Cincinnati,IN
beer_4408,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16.0,6.5,11.0,Kettle House Brewing Company,Missoula,MT
beer_4409,Dolores RivFr Mild,English Dark Mild Ale,16.0,,,,Dolores,
beer_4410,Gangway IPA,American IPA,12.0,6.2,55.0,Red Hare Brewing Company,Marietta,GA
beer_4411,Appreciation Ale,American IPA,16.0,,,Iron Hill Brewery & Restaurant,,DE
beer_4412,Autumn Winds,Märzen / Oktoberfest,16.0,5.8,,Grey Sail Brewing of Rhode Island,Westerly,RI
beer_4413,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16.0,5.6,20.0,Tallgrass Brewing Company,Manhattan,KS
beer_4414,McKinney Eddy Amber Ale,,16.0,5.5,,Piney River Brewing Company,Bucryus,MO
beer_4415,The Corruption,American IPA,,6.5,80.0,DC Brau Brewing Company,Washington,DC
beer_4416,Hangar 24 Helles Lager,Munich Helles Lager,12.0,4.3,76.0,Witch's Hat Brewing Company,Redlands,CA
beer_4417,Kölsch 151,Kölsch,12.0,4.9,16.0,,Arrington,HI
beer_4418,Red Cockaded Ale,American Double / Imperial IPA,12.0,8.5,110.0,Southern Star Brewing Company,onroe,TX
beer_4419,Upslope Foreign Style Stout,Foreign / Export Stout,12.0,,,Upslope Brewing Company,Boulder,CO
beer_4420,Point Nude Beach Summer Wheat,American Pale Wheat Ale,16.0,5.2,7.0,Stevens Point Brewery,Stevens Point,WI
beer_4421,Station 33 Firehouse Red,Irish Red Ale,12.0,5.5,,North Country Brewing Company,Slippery Rock,PA
beer_4422,Babbling Blonde,American Blonde Ale,12.0,5.3,,Rivertowne Brewing Company,Export,PA
beer_4423,RoughTail IPA,American IPA,16.0,7.0,80.0,RoughTail Brewing Company,Midwest City,OK
beer_4424,Bimini Twist,,12.0,7.0,82.0,,St Petersburg,FL
beer_4425,Bimini Twist,American IPA,12.0,7.0,68.0,3 Daughters Brewing,St Petersburg,FL
beer_4426,Hopalicious,American Pale Ale (APA),12.0,5.7,,Ale Asylum,Madison,WI
beer_4427,Macon Progress Ale,American Pale Ale (APA),12.0,5.0,,Macon Beer Cmpany,Macon,MN
beer_4428,The One They Call Zoe,American Pale Lager,12.0,5.1,,Hops & Grain Brewery,Austin,TX
beer_4429,Festivus,Winter Warmer,12.0,7.2,,,Philadelphia,PA
beer_4430,Sanctified,Belgian Strong Pale Ale,12.0,9.9,,Round Guys Brewing,Lansdale,PA
beer_4431,8-Bit Pale Ale,American Pale Ale (APA),16.0,5.2,,Tallgrass Brewing Company,Manhattan,KS
beer_4432,Appreciation Ale,American IPA,16.0,,,Iron Hill Brewery & Restaurant,Wilmington,DE
beer_4433,Summer Solstice,Cream Ale,12.0,5.6,4.0,Anderson Valley Brewing Company,Boonville,CA
beer_4434,Dry Cider,Cider,16.0,6.5,,Seattle Cider Company,Seattle,WA
beer_4435,467 Ethan's Stout,American Stout,12.0,5.0,,Blue Blood Brewing Company,Lincoln,NE
beer_4436,Sunshine Nectar,Mead,16.0,9.7,,Redstone Meadery,Moulder,CO
beer_4437,CoCoNut Porter,American Porter,12.0,5.7,30.0,Maui Brewing Company,Lahaina,LA
